timestamp,유효전력생산량(kWh)
2023-12-03 1:10,288.02
2023-12-03 1:20,313.184
2023-12-03 1:30,325.915
2023-12-03 1:40,333.037
2023-12-03 1:50,329.529
2023-12-03 2:00,334.806
2023-12-03 2:10,318.909
2023-12-03 2:20,329.41
2023-12-03 2:30,331.826
2023-12-03 2:40,339.237
2023-12-03 2:50,341.318
2023-12-03 3:00,340.922
2023-12-03 3:10,336.614
2023-12-03 3:20,329.719
2023-12-03 3:30,329.633
2023-12-03 3:40,335.955
2023-12-03 3:50,322.31
2023-12-03 4:00,317.7
2023-12-03 4:10,287.66
2023-12-03 4:20,312.911
2023-12-03 4:30,317.167
2023-12-03 4:40,310.208
2023-12-03 4:50,304.911
2023-12-03 5:00,307.695
2023-12-03 5:10,320.845
2023-12-03 5:20,306.147
2023-12-03 5:30,315.752
2023-12-03 5:40,270.888
2023-12-03 5:50,252.693
2023-12-03 6:00,241.177
2023-12-03 6:10,221.346
2023-12-03 6:20,248.427
2023-12-03 6:30,248.731
2023-12-03 6:40,289.343
2023-12-03 6:50,282.332
2023-12-03 7:00,260.061
2023-12-03 7:10,259.091
2023-12-03 7:20,256.983
2023-12-03 7:30,280.684
2023-12-03 7:40,270.886
2023-12-03 7:50,272.108
2023-12-03 8:00,224.723
2023-12-03 8:10,245.579
2023-12-03 8:20,245.959
2023-12-03 8:30,193.341
2023-12-03 8:40,283.966
2023-12-03 8:50,304.973
2023-12-03 9:00,302.813
2023-12-03 9:10,305.485
2023-12-03 9:20,196.38
2023-12-03 9:30,113.769
2023-12-03 9:40,108.552
2023-12-03 9:50,54.014
2023-12-03 10:00,87.556
2023-12-03 10:10,78.209
2023-12-03 10:20,63.703
2023-12-03 10:30,76.145
2023-12-03 10:40,81.324
2023-12-03 10:50,2.705
2023-12-03 11:00,14.685
2023-12-03 11:10,17.404
2023-12-03 11:20,22.421
2023-12-03 11:30,56.281
2023-12-03 11:40,53.934
2023-12-03 11:50,64.989
2023-12-03 12:00,48.812
2023-12-03 12:10,14.275
2023-12-03 12:20,3.263
2023-12-03 12:30,9.807
2023-12-03 12:40,19.754
2023-12-03 12:50,7.128
2023-12-03 13:00,0.0
2023-12-03 13:10,1.381
2023-12-03 13:20,11.381
2023-12-03 13:30,1.264
2023-12-03 13:40,0.0
2023-12-03 13:50,0.912
2023-12-03 14:00,0.546
2023-12-03 14:10,2.031
2023-12-03 14:20,8.005
2023-12-03 14:30,9.185
2023-12-03 14:40,0.0
2023-12-03 14:50,0.001
2023-12-03 15:00,0.738
2023-12-03 15:10,7.026
2023-12-03 15:20,0.001
2023-12-03 15:30,1.108
2023-12-03 15:40,0.069
2023-12-03 15:50,0.0
2023-12-03 16:00,2.135
2023-12-03 16:10,5.013
2023-12-03 16:20,12.133
2023-12-03 16:30,3.061
2023-12-03 16:40,3.234
2023-12-03 16:50,0.001
2023-12-03 17:00,0.001
2023-12-03 17:10,0.001
2023-12-03 17:20,0.001
2023-12-03 17:30,3.992
2023-12-03 17:40,0.0
2023-12-03 17:50,0.001
2023-12-03 18:00,0.001
2023-12-03 18:10,0.001
2023-12-03 18:20,0.0
2023-12-03 18:30,7.897
2023-12-03 18:40,15.553
2023-12-03 18:50,16.179
2023-12-03 19:00,22.054
2023-12-03 19:10,23.769
2023-12-03 19:20,25.267
2023-12-03 19:30,16.751
2023-12-03 19:40,34.209
2023-12-03 19:50,45.563
2023-12-03 20:00,56.116
2023-12-03 20:10,44.31
2023-12-03 20:20,70.718
2023-12-03 20:30,69.28
2023-12-03 20:40,54.229
2023-12-03 20:50,51.762
2023-12-03 21:00,39.263
2023-12-03 21:10,35.019
2023-12-03 21:20,37.465
2023-12-03 21:30,42.351
2023-12-03 21:40,43.2
2023-12-03 21:50,41.75
2023-12-03 22:00,32.759
2023-12-03 22:10,44.019
2023-12-03 22:20,54.055
2023-12-03 22:30,74.156
2023-12-03 22:40,82.203
2023-12-03 22:50,64.608
2023-12-03 23:00,92.547
2023-12-03 23:10,80.909
2023-12-03 23:20,103.094
2023-12-03 23:30,109.445
2023-12-03 23:40,92.888
2023-12-03 23:50,104.478
2023-12-04 0:00,100.914
2023-12-04 0:10,92.172
2023-12-04 0:20,89.937
2023-12-04 0:30,140.892
2023-12-04 0:40,171.503
2023-12-04 0:50,223.429
2023-12-04 1:00,233.493
2023-12-04 1:10,244.675
2023-12-04 1:20,215.21
2023-12-04 1:30,220.645
2023-12-04 1:40,215.159
2023-12-04 1:50,234.575
2023-12-04 2:00,234.55
2023-12-04 2:10,235.905
2023-12-04 2:20,222.055
2023-12-04 2:30,232.013
2023-12-04 2:40,214.177
2023-12-04 2:50,209.737
2023-12-04 3:00,202.034
2023-12-04 3:10,220.07
2023-12-04 3:20,225.582
2023-12-04 3:30,203.96
2023-12-04 3:40,204.712
2023-12-04 3:50,217.114
2023-12-04 4:00,225.962
2023-12-04 4:10,225.965
2023-12-04 4:20,238.145
2023-12-04 4:30,258.934
2023-12-04 4:40,281.452
2023-12-04 4:50,280.403
2023-12-04 5:00,280.129
2023-12-04 5:10,262.808
2023-12-04 5:20,280.141
2023-12-04 5:30,275.825
2023-12-04 5:40,285.252
2023-12-04 5:50,288.041
2023-12-04 6:00,295.712
2023-12-04 6:10,287.681
2023-12-04 6:20,282.574
2023-12-04 6:30,286.614
2023-12-04 6:40,274.728
2023-12-04 6:50,274.872
2023-12-04 7:00,249.363
2023-12-04 7:10,249.208
2023-12-04 7:20,211.184
2023-12-04 7:30,151.563
2023-12-04 7:40,129.141
2023-12-04 7:50,139.929
2023-12-04 8:00,159.265
2023-12-04 8:10,137.294
2023-12-04 8:20,138.016
2023-12-04 8:30,116.924
2023-12-04 8:40,92.318
2023-12-04 8:50,74.58
2023-12-04 9:00,45.214
2023-12-04 9:10,72.142
2023-12-04 9:20,74.007
2023-12-04 9:30,50.597
2023-12-04 9:40,37.972
2023-12-04 9:50,52.336
2023-12-04 10:00,51.132
2023-12-04 10:10,33.259
2023-12-04 10:20,34.775
2023-12-04 10:30,24.443
2023-12-04 10:40,22.846
2023-12-04 10:50,16.168
2023-12-04 11:00,9.74
2023-12-04 11:10,6.247
2023-12-04 11:20,11.276
2023-12-04 11:30,20.922
2023-12-04 11:40,17.435
2023-12-04 11:50,6.104
2023-12-04 12:00,3.487
2023-12-04 12:10,3.006
2023-12-04 12:20,3.07
2023-12-04 12:30,14.275
2023-12-04 12:40,16.931
2023-12-04 12:50,12.57
2023-12-04 13:00,12.141
2023-12-04 13:10,9.101
2023-12-04 13:20,4.929
2023-12-04 13:30,8.671
2023-12-04 13:40,13.223
2023-12-04 13:50,12.109
2023-12-04 14:00,4.447
2023-12-04 14:10,3.492
2023-12-04 14:20,1.944
2023-12-04 14:30,7.414
2023-12-04 14:40,0.001
2023-12-04 14:50,0.0
2023-12-04 15:00,0.001
2023-12-04 15:10,0.001
2023-12-04 15:20,0.001
2023-12-04 15:30,0.001
2023-12-04 15:40,0.001
2023-12-04 15:50,0.46
2023-12-04 16:00,0.001
2023-12-04 16:10,0.001
2023-12-04 16:20,6.599
2023-12-04 16:30,0.001
2023-12-04 16:40,1.334
2023-12-04 16:50,0.001
2023-12-04 17:00,0.001
2023-12-04 17:10,0.001
2023-12-04 17:20,0.001
2023-12-04 17:30,0.001
2023-12-04 17:40,0.7
2023-12-04 17:50,11.319
2023-12-04 18:00,17.678
2023-12-04 18:10,15.502
2023-12-04 18:20,26.988
2023-12-04 18:30,32.326
2023-12-04 18:40,69.359
2023-12-04 18:50,78.114
2023-12-04 19:00,63.425
2023-12-04 19:10,70.121
2023-12-04 19:20,112.799
2023-12-04 19:30,126.38
2023-12-04 19:40,161.144
2023-12-04 19:50,166.982
2023-12-04 20:00,192.122
2023-12-04 20:10,145.808
2023-12-04 20:20,122.164
2023-12-04 20:30,91.517
2023-12-04 20:40,76.862
2023-12-04 20:50,93.373
2023-12-04 21:00,91.283
2023-12-04 21:10,87.279
2023-12-04 21:20,88.219
2023-12-04 21:30,94.967
2023-12-04 21:40,84.894
2023-12-04 21:50,84.709
2023-12-04 22:00,91.744
2023-12-04 22:10,81.034
2023-12-04 22:20,75.46
2023-12-04 22:30,78.027
2023-12-04 22:40,58.986
2023-12-04 22:50,47.393
2023-12-04 23:00,52.332
2023-12-04 23:10,39.448
2023-12-04 23:20,57.254
2023-12-04 23:30,97.167
2023-12-04 23:40,75.53
2023-12-04 23:50,40.446
2023-12-05 0:00,55.65
2023-12-05 0:10,47.179
2023-12-05 0:20,83.398
2023-12-05 0:30,94.964
2023-12-05 0:40,77.192
2023-12-05 0:50,70.439
2023-12-05 1:00,72.676
2023-12-05 1:10,84.163
2023-12-05 1:20,102.587
2023-12-05 1:30,101.279
2023-12-05 1:40,145.848
2023-12-05 1:50,135.003
2023-12-05 2:00,133.24
2023-12-05 2:10,152.155
2023-12-05 2:20,147.25
2023-12-05 2:30,122.889
2023-12-05 2:40,98.791
2023-12-05 2:50,55.565
2023-12-05 3:00,58.838
2023-12-05 3:10,95.696
2023-12-05 3:20,116.716
2023-12-05 3:30,101.363
2023-12-05 3:40,87.813
2023-12-05 3:50,104.168
2023-12-05 4:00,93.342
2023-12-05 4:10,91.245
2023-12-05 4:20,55.01
2023-12-05 4:30,65.035
2023-12-05 4:40,29.698
2023-12-05 4:50,23.346
2023-12-05 5:00,11.186
2023-12-05 5:10,8.551
2023-12-05 5:20,0.001
2023-12-05 5:30,0.001
2023-12-05 5:40,0.001
2023-12-05 5:50,0.001
2023-12-05 6:00,0.001
2023-12-05 6:10,2.303
2023-12-05 6:20,9.074
2023-12-05 6:30,10.754
2023-12-05 6:40,0.0
2023-12-05 6:50,0.001
2023-12-05 7:00,0.001
2023-12-05 7:10,0.001
2023-12-05 7:20,0.001
2023-12-05 7:30,0.001
2023-12-05 7:40,0.001
2023-12-05 7:50,0.001
2023-12-05 8:00,0.001
2023-12-05 8:10,0.001
2023-12-05 8:20,0.001
2023-12-05 8:30,0.001
2023-12-05 8:40,0.001
2023-12-05 8:50,0.132
2023-12-05 9:00,0.001
2023-12-05 9:10,0.001
2023-12-05 9:20,0.001
2023-12-05 9:30,0.001
2023-12-05 9:40,0.001
2023-12-05 9:50,0.001
2023-12-05 10:00,0.001
2023-12-05 10:10,0.001
2023-12-05 10:20,0.001
2023-12-05 10:30,0.001
2023-12-05 10:40,0.001
2023-12-05 10:50,0.001
2023-12-05 11:00,0.001
2023-12-05 11:10,0.001
2023-12-05 11:20,0.001
2023-12-05 11:30,0.001
2023-12-05 11:40,0.001
2023-12-05 11:50,0.001
2023-12-05 12:00,0.001
2023-12-05 12:10,0.001
2023-12-05 12:20,0.001
2023-12-05 12:30,0.001
2023-12-05 12:40,0.001
2023-12-05 12:50,0.001
2023-12-05 13:00,0.001
2023-12-05 13:10,0.001
2023-12-05 13:20,0.001
2023-12-05 13:30,0.001
2023-12-05 13:40,0.001
2023-12-05 13:50,0.001
2023-12-05 14:00,0.001
2023-12-05 14:10,0.001
2023-12-05 14:20,0.001
2023-12-05 14:30,0.006
2023-12-05 14:40,0.001
2023-12-05 14:50,0.0
2023-12-05 15:00,0.001
2023-12-05 15:10,0.001
2023-12-05 15:20,0.001
2023-12-05 15:30,0.001
2023-12-05 15:40,0.001
2023-12-05 15:50,0.001
2023-12-05 16:00,0.001
2023-12-05 16:10,0.0
2023-12-05 16:20,0.0
2023-12-05 16:30,0.0
2023-12-05 16:40,0.0
2023-12-05 16:50,0.0
2023-12-05 17:00,0.0
2023-12-05 17:10,0.001
2023-12-05 17:20,0.0
2023-12-05 17:30,0.001
2023-12-05 17:40,0.607
2023-12-05 17:50,0.001
2023-12-05 18:00,0.001
2023-12-05 18:10,0.001
2023-12-05 18:20,0.001
2023-12-05 18:30,0.001
2023-12-05 18:40,0.001
2023-12-05 18:50,0.001
2023-12-05 19:00,0.001
2023-12-05 19:10,0.001
2023-12-05 19:20,0.001
2023-12-05 19:30,0.001
2023-12-05 19:40,0.001
2023-12-05 19:50,0.001
2023-12-05 20:00,0.001
2023-12-05 20:10,0.044
2023-12-05 20:20,0.001
2023-12-05 20:30,0.001
2023-12-05 20:40,0.001
2023-12-05 20:50,0.001
2023-12-05 21:00,0.001
2023-12-05 21:10,2.69
2023-12-05 21:20,4.503
2023-12-05 21:30,0.001
2023-12-05 21:40,0.001
2023-12-05 21:50,5.188
2023-12-05 22:00,13.596
2023-12-05 22:10,14.531
2023-12-05 22:20,7.765
2023-12-05 22:30,12.216
2023-12-05 22:40,8.671
2023-12-05 22:50,8.893
2023-12-05 23:00,3.891
2023-12-05 23:10,0.0
2023-12-05 23:20,12.318
2023-12-05 23:30,17.646
2023-12-05 23:40,21.233
2023-12-05 23:50,13.442
2023-12-06 0:00,16.181
2023-12-06 0:10,25.843
2023-12-06 0:20,37.978
2023-12-06 0:30,70.662
2023-12-06 0:40,84.367
2023-12-06 0:50,71.972
2023-12-06 1:00,82.908
2023-12-06 1:10,39.16
2023-12-06 1:20,57.657
2023-12-06 1:30,44.503
2023-12-06 1:40,47.44
2023-12-06 1:50,47.255
2023-12-06 2:00,41.723
2023-12-06 2:10,45.077
2023-12-06 2:20,55.045
2023-12-06 2:30,55.209
2023-12-06 2:40,78.363
2023-12-06 2:50,74.003
2023-12-06 3:00,53.144
2023-12-06 3:10,62.191
2023-12-06 3:20,82.12
2023-12-06 3:30,117.369
2023-12-06 3:40,157.863
2023-12-06 3:50,140.224
2023-12-06 4:00,106.68
2023-12-06 4:10,130.656
2023-12-06 4:20,153.207
2023-12-06 4:30,141.95
2023-12-06 4:40,176.563
2023-12-06 4:50,208.648
2023-12-06 5:00,183.598
2023-12-06 5:10,180.84
2023-12-06 5:20,215.879
2023-12-06 5:30,253.68
2023-12-06 5:40,240.298
2023-12-06 5:50,220.245
2023-12-06 6:00,219.371
2023-12-06 6:10,214.078
2023-12-06 6:20,203.06
2023-12-06 6:30,141.91
2023-12-06 6:40,111.281
2023-12-06 6:50,122.152
2023-12-06 7:00,182.036
2023-12-06 7:10,158.103
2023-12-06 7:20,93.52
2023-12-06 7:30,36.023
2023-12-06 7:40,27.052
2023-12-06 7:50,26.089
2023-12-06 8:00,22.918
2023-12-06 8:10,16.766
2023-12-06 8:20,17.714
2023-12-06 8:30,26.535
2023-12-06 8:40,21.934
2023-12-06 8:50,23.159
2023-12-06 9:00,28.917
2023-12-06 9:10,24.139
2023-12-06 9:20,21.402
2023-12-06 9:30,21.737
2023-12-06 9:40,14.07
2023-12-06 9:50,15.539
2023-12-06 10:00,15.664
2023-12-06 10:10,15.17
2023-12-06 10:20,16.822
2023-12-06 10:30,8.914
2023-12-06 10:40,8.152
2023-12-06 10:50,9.341
2023-12-06 11:00,5.862
2023-12-06 11:10,13.713
2023-12-06 11:20,13.392
2023-12-06 11:30,2.662
2023-12-06 11:40,0.001
2023-12-06 11:50,0.0
2023-12-06 12:00,1.168
2023-12-06 12:10,0.122
2023-12-06 12:20,0.001
2023-12-06 12:30,14.025
2023-12-06 12:40,8.575
2023-12-06 12:50,10.515
2023-12-06 13:00,9.944
2023-12-06 13:10,4.359
2023-12-06 13:20,11.39
2023-12-06 13:30,17.466
2023-12-06 13:40,38.823
2023-12-06 13:50,53.334
2023-12-06 14:00,52.469
2023-12-06 14:10,17.329
2023-12-06 14:20,22.189
2023-12-06 14:30,47.167
2023-12-06 14:40,83.9
2023-12-06 14:50,75.381
2023-12-06 15:00,61.009
2023-12-06 15:10,64.881
2023-12-06 15:20,93.705
2023-12-06 15:30,45.785
2023-12-06 15:40,34.83
2023-12-06 15:50,50.283
2023-12-06 16:00,96.297
2023-12-06 16:10,64.339
2023-12-06 16:20,49.209
2023-12-06 16:30,150.456
2023-12-06 16:40,175.557
2023-12-06 16:50,249.342
2023-12-06 17:00,170.477
2023-12-06 17:10,104.062
2023-12-06 17:20,92.542
2023-12-06 17:30,142.441
2023-12-06 17:40,168.581
2023-12-06 17:50,229.065
2023-12-06 18:00,167.973
2023-12-06 18:10,243.664
2023-12-06 18:20,117.242
2023-12-06 18:30,132.252
2023-12-06 18:40,124.118
2023-12-06 18:50,90.87
2023-12-06 19:00,99.259
2023-12-06 19:10,64.876
2023-12-06 19:20,54.807
2023-12-06 19:30,65.228
2023-12-06 19:40,58.074
2023-12-06 19:50,56.012
2023-12-06 20:00,87.758
2023-12-06 20:10,56.955
2023-12-06 20:20,86.245
2023-12-06 20:30,171.642
2023-12-06 20:40,131.225
2023-12-06 20:50,9.654
2023-12-06 21:00,12.327
2023-12-06 21:10,54.611
2023-12-06 21:20,165.857
2023-12-06 21:30,219.229
2023-12-06 21:40,177.352
2023-12-06 21:50,212.636
2023-12-06 22:00,315.936
2023-12-06 22:10,314.697
2023-12-06 22:20,333.222
2023-12-06 22:30,332.408
2023-12-06 22:40,289.502
2023-12-06 22:50,322.571
2023-12-06 23:00,328.07
2023-12-06 23:10,329.625
2023-12-06 23:20,330.532
2023-12-06 23:30,329.804
2023-12-06 23:40,328.295
2023-12-06 23:50,335.036
2023-12-07 0:00,319.842
2023-12-07 0:10,255.706
2023-12-07 0:20,265.061
2023-12-07 0:30,282.228
2023-12-07 0:40,291.496
2023-12-07 0:50,307.234
2023-12-07 1:00,290.969
2023-12-07 1:10,319.114
2023-12-07 1:20,309.763
2023-12-07 1:30,322.544
2023-12-07 1:40,330.672
2023-12-07 1:50,308.779
2023-12-07 2:00,307.188
2023-12-07 2:10,318.036
2023-12-07 2:20,323.382
2023-12-07 2:30,329.213
2023-12-07 2:40,330.79
2023-12-07 2:50,334.679
2023-12-07 3:00,334.674
2023-12-07 3:10,337.977
2023-12-07 3:20,340.005
2023-12-07 3:30,339.78
2023-12-07 3:40,340.869
2023-12-07 3:50,340.088
2023-12-07 4:00,341.208
2023-12-07 4:10,338.371
2023-12-07 4:20,322.78
2023-12-07 4:30,331.944
2023-12-07 4:40,335.313
2023-12-07 4:50,324.326
2023-12-07 5:00,310.355
2023-12-07 5:10,325.964
2023-12-07 5:20,329.862
2023-12-07 5:30,329.379
2023-12-07 5:40,317.794
2023-12-07 5:50,303.327
2023-12-07 6:00,322.701
2023-12-07 6:10,320.146
2023-12-07 6:20,314.894
2023-12-07 6:30,327.899
2023-12-07 6:40,332.474
2023-12-07 6:50,303.472
2023-12-07 7:00,323.628
2023-12-07 7:10,332.278
2023-12-07 7:20,307.939
2023-12-07 7:30,299.103
2023-12-07 7:40,209.96
2023-12-07 7:50,157.058
2023-12-07 8:00,219.378
2023-12-07 8:10,253.669
2023-12-07 8:20,282.306
2023-12-07 8:30,285.032
2023-12-07 8:40,254.438
2023-12-07 8:50,214.875
2023-12-07 9:00,191.54
2023-12-07 9:10,175.026
2023-12-07 9:20,95.066
2023-12-07 9:30,87.158
2023-12-07 9:40,71.494
2023-12-07 9:50,31.567
2023-12-07 10:00,5.883
2023-12-07 10:10,15.173
2023-12-07 10:20,9.087
2023-12-07 10:30,2.778
2023-12-07 10:40,0.0
2023-12-07 10:50,0.388
