timestamp,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,나셀 내부 공기밀도(단위 부피당 질량),정상가동_스위치,강제정지시간(분),정상가동시간(분),정상요청정지시간(분),계획정비시간(분),기술대기시간(분)
2023-12-01 1:40,-0.990023658,0.140901232,-0.999542608,5.1,0,64.8,963.8,13.033,127.728,-0.998645019,0,0,15.764,-5.3,0.052039655,-5.133,0.030241944,1023.5,1.227,1,0,10,0,0,0
2023-12-01 1:50,-0.977783237,-0.209618563,-0.99954208,3.8,0,65.1,963.9,13.034,127.629,-0.994729694,0,0,14.397,-5.3,0.102532121,-5.375,0.03025939,1023.7,1.229,1,0,10,0,0,0
2023-12-01 2:00,-0.781520472,0.623879597,-0.99954208,5.6,0,65.5,964,13.034,127.732,-0.993180827,0,0,15.201,-5.3,0.116584066,-4.999,0.03025939,1023.8,1.227,1,0,10,0,0,0
2023-12-01 2:10,-0.97236992,0.233445364,-0.99954208,4.4,0,65.3,964,13.034,127.902,-0.999112568,0,0,16.336,-5.2,0.042119784,-4.85,0.03025939,1023.7,1.226,1,0,10,0,0,0
2023-12-01 2:20,-0.963162567,0.268919821,-0.999541552,4.4,0,65.5,963.9,13.035,127.893,-0.996463589,0,0,16.094,-5.2,0.08402568,-5.269,0.030276835,1023.6,1.228,1,0,10,0,0,0
2023-12-01 2:30,-0.985703469,0.16848938,-0.99954208,3.1,0,65.5,964,13.034,127.844,-0.995925424,0,0,17.338,-5.1,0.090180653,-4.906,0.03025939,1023.7,1.226,1,0,10,0,0,0
2023-12-01 2:40,-0.999945169,-0.010471784,-0.999539435,6,0,64.4,963.8,13.039,128.01,-0.994945761,0,0,17.015,-5,0.10041381,-4.875,0.030346616,1023.5,1.226,1,0,10,0,0,0
2023-12-01 2:50,-0.990023658,0.140901232,-0.999541023,5.8,0,65.4,963.7,13.036,128.158,-0.9966531,0,0,17.321,-5.1,0.081747166,-4.865,0.03029428,1023.4,1.226,1,0,10,0,0,0
2023-12-01 3:00,-0.902585284,0.430511097,-0.99954208,6.5,0,64.9,963.8,13.033,128.064,-0.990285065,0,0,14.613,-5,0.139052116,-5.306,0.03025939,1023.5,1.228,1,0,10,0,0,0
2023-12-01 3:10,-0.805928282,0.592013179,-0.99954208,5.4,0,65.3,963.8,13.034,128.089,-0.9887616,0,0,14.285,-5.1,0.149500829,-5.048,0.03025939,1023.5,1.227,1,0,10,0,0,0
2023-12-01 3:20,-0.836764313,0.547563223,-0.999541023,5.1,0,66.5,963.8,13.036,128.247,-0.990612335,0,0,15.266,-5.2,0.136701138,-4.953,0.03029428,1023.5,1.227,1,0,10,0,0,0
2023-12-01 3:30,-0.629320391,0.777145961,-0.999542608,5.2,0,65.8,963.9,13.033,128.446,-0.992398667,0,0,14.789,-5.1,0.123064555,-5.018,0.030241944,1023.6,1.227,1,0,10,0,0,0
2023-12-01 3:40,-0.942057453,0.33545157,-0.99954208,6,0,66.3,963.9,13.034,128.359,-0.988271065,0,0,14.281,-5.2,0.152709865,-5.379,0.03025939,1023.6,1.229,1,0,10,0,0,0
2023-12-01 3:50,-0.980271175,0.19765734,-0.99936684,3.6,0,66.4,963.9,13.34,128.362,-0.984155403,0,0,14.657,-5.1,0.177308043,-5.039,0.035579752,1023.6,1.227,1,0,10,0,0,0
2023-12-01 4:00,-0.969015731,0.246999013,-0.985665215,4.6,0,66.9,963.9,21.013,128.497,-0.991250131,0,0,16.711,-5.2,0.131996886,-4.942,0.168713024,1023.6,1.227,1,0,10,0,0,0
2023-12-01 4:10,-0.806960312,0.590605668,-0.985493923,5.3,0,67.9,963.9,21.071,128.448,-0.992048941,0,0,17.267,-5.2,0.125852686,-4.936,0.169710718,1023.6,1.227,1,0,10,0,0,0
2023-12-01 4:20,-0.649448048,0.760405966,-0.985446492,4.8,0,68.3,963.9,21.086,128.331,-0.98919315,0,0,15.342,-5.4,0.146618255,-5.242,0.169985913,1023.7,1.228,1,0,10,0,0,0
2023-12-01 4:30,-0.880477354,0.474088209,-0.985446492,3.9,0,69.4,963.7,21.086,128.069,-0.99121554,0,0,16.048,-5.5,0.13225639,-5.25,0.169985913,1023.5,1.228,1,0,10,0,0,0
2023-12-01 4:40,-0.986855716,0.161603821,-0.985446492,4.3,0,69.8,963.6,21.086,128.01,-0.987916624,0,0,15.221,-5.5,0.154986271,-5.123,0.169985913,1023.4,1.227,1,0,10,0,0,0
2023-12-01 4:50,-0.997314477,0.073238197,-0.985446492,5.5,0,69.3,963.6,21.086,127.992,-0.993239708,0,0,16.182,-5.5,0.116081357,-5.122,0.169985913,1023.4,1.227,1,0,10,0,0,0
2023-12-01 5:00,-0.974370065,0.224951054,-0.985446492,4,0,69,963.6,21.086,128.006,-0.989075118,0,0,14.368,-5.4,0.147412383,-5.17,0.169985913,1023.4,1.228,1,0,10,0,0,0
2023-12-01 5:10,-0.996917334,0.078459096,-0.985446492,4.1,0,69.1,963.7,21.086,127.928,-0.987200366,0,0,14.089,-5.4,0.159484913,-5.374,0.169985913,1023.5,1.229,1,0,10,0,0,0
2023-12-01 5:20,-0.894934362,0.446197813,-0.985446492,7.3,0,69.5,963.7,21.086,127.734,-0.993082809,0,0,15.46,-5.4,0.11741607,-5.282,0.169985913,1023.5,1.228,1,0,10,0,0,0
2023-12-01 5:30,-0.894154237,0.447759088,-0.985446492,6.3,0,69.1,963.7,21.086,127.616,-0.988536088,0,0,15.667,-5.3,0.150984775,-5.252,0.169985913,1023.4,1.228,1,0,10,0,0,0
2023-12-01 5:40,-0.752414909,0.65868946,-0.985446492,7.1,0,69.6,963.8,21.086,127.529,-0.9913901,0,0,16.175,-5.3,0.130941476,-5.211,0.169985913,1023.5,1.228,1,0,10,0,0,0
2023-12-01 5:50,-0.781520472,0.623879597,-0.985446492,5.6,0,69.2,963.7,21.086,127.517,-0.993027368,0,0,14.06,-5.3,0.117884037,-5.275,0.169985913,1023.4,1.228,1,0,10,0,0,0
2023-12-01 6:00,-0.997314477,0.073238197,-0.985446492,4.4,0,70.2,963.7,21.086,127.53,-0.994494496,0,0,14.641,-5.4,0.104788825,-5.201,0.169985913,1023.5,1.228,1,0,10,0,0,0
2023-12-01 6:10,-0.910683661,0.41310443,-0.985446492,4.7,0,70.2,963.9,21.086,127.497,-0.989059676,0,0,15.551,-5.4,0.147515958,-5.093,0.169985913,1023.7,1.227,1,0,10,0,0,0
2023-12-01 6:20,-0.862513669,0.506033764,-0.985446492,6.8,0,69.5,963.7,21.086,127.427,-0.994263516,0,0,16.486,-5.3,0.106958224,-5.247,0.169985913,1023.4,1.228,1,0,10,0,0,0
2023-12-01 6:30,-0.79863551,0.601815023,-0.985446492,7.4,0,68.2,963.7,21.086,127.216,-0.998507265,0,0,16.874,-5.1,0.054619065,-5.262,0.169985913,1023.4,1.228,1,0,10,0,0,0
2023-12-01 6:40,-0.715692734,0.698415285,-0.985446492,4.9,0,68.3,963.6,21.086,127.075,-0.999839047,0,0,17.723,-5.2,0.017941022,-5.103,0.169985913,1023.3,1.227,1,0,10,0,0,0
2023-12-01 6:50,-0.777145961,0.629320391,-0.999477077,6.6,0,68.4,963.8,13.153,127.038,-0.996145866,0,0,17.103,-5.2,0.087712109,-5.089,0.032335314,1023.5,1.227,1,0,10,0,0,0
2023-12-01 7:00,-0.862513669,0.506033764,-0.999577288,7.2,0,68.2,963.9,12.966,127.159,-0.995645338,0,0,16.475,-5.2,0.093222109,-5.081,0.029073088,1023.6,1.227,1,0,10,0,0,0
2023-12-01 7:10,-0.988228381,0.152985836,-0.999575765,6.6,0,67.1,964.1,12.969,127.239,-0.995083266,0,0,15.041,-5.2,0.099041874,-5.258,0.029125426,1023.8,1.228,1,0,10,0,0,0
2023-12-01 7:20,-0.997185134,0.074978727,-0.999560895,5.8,0,67,964.1,12.998,127.141,-0.996536536,0,0,14.537,-5.2,0.083156069,-5.064,0.029631353,1023.8,1.227,1,0,10,0,0,0
2023-12-01 7:30,-0.877146164,0.480223497,-0.999551537,4.2,0,67.9,964.4,13.016,127.308,-0.992611944,0,0,13.947,-5.4,0.121332306,-4.927,0.029945373,1024.2,1.227,1,0,10,0,0,0
2023-12-01 7:40,-0.960779154,0.277314653,-0.999578809,4.5,0,68.3,964.4,12.963,127.517,-0.997175966,0,0,12.71,-5.4,0.075100555,-4.997,0.02902075,1024.2,1.227,1,0,10,0,0,0
2023-12-01 7:50,-0.824126189,0.566406237,-0.999580327,4.8,0,67.5,964.4,12.96,127.531,-0.994328667,0,0,12.284,-5.3,0.106350843,-5.232,0.028968412,1024.2,1.228,1,0,10,0,0,0
2023-12-01 8:00,-0.832921241,0.553391549,-0.999580327,3.9,0,67.8,964.5,12.96,127.572,-0.995105713,0,0,12.044,-5.4,0.098816094,-4.947,0.028968412,1024.3,1.227,1,0,10,0,0,0
2023-12-01 8:10,-0.917060074,0.398749069,-0.999575256,4.9,0,66.4,964.6,12.97,127.775,-0.996345296,0,0,12.872,-5.2,0.085416923,-4.789,0.029142872,1024.4,1.226,1,0,10,0,0,0
2023-12-01 8:20,-0.927183855,0.374606593,-0.999561412,5.7,0,65.5,964.6,12.997,127.941,-0.99483652,0,0,13.615,-5,0.101490386,-4.711,0.029613907,1024.3,1.226,1,0,10,0,0,0
2023-12-01 8:30,-0.948876012,0.315649037,-0.999553625,6.3,0,65.1,964.6,13.012,127.857,-0.995914399,0,0,13.155,-5,0.090302327,-4.642,0.029875591,1024.3,1.225,1,0,10,0,0,0
2023-12-01 8:40,-0.864106989,0.471126424,-0.999566976,6.1,0,63.45,964.55,12.986,128.125,-0.997137126,0,0,12.737,-4.8,0.073776357,-4.3425,0.029422002,1024.2,1.2235,1,0,6.2665,0,0,0
2023-12-01 8:50,-0.779337965,0.626603811,-0.999580327,5.9,0,61.8,964.5,12.96,128.393,-0.998359852,0,0,12.319,-4.6,0.057250386,-4.043,0.028968412,1024.1,1.222,1,0,2.533,0,0,0
2023-12-01 9:00,-0.771624583,0.63607822,-0.999578303,4.6,0,60,964.5,12.964,128.344,-0.990033492,0,0,12.008,-4.5,0.140832115,-4.301,0.029038196,1024.1,1.224,1,0,10,0,0,0
2023-12-01 9:10,-0.75470958,0.656059029,-0.999572709,4.3,0,59,964.6,12.975,128.306,-0.999318766,0,0,13.236,-4.2,0.036905331,-3.812,0.029230101,1024.1,1.221,1,0,10,0,0,0
2023-12-01 9:20,-0.938493023,0.345298199,-0.999575765,5.3,0,57.5,964.7,12.969,128.437,-0.999991802,0,0,13.268,-3.9,0.004049153,-3.492,0.029125426,1024.2,1.22,1,0,10,0,0,0
2023-12-01 9:30,-0.982612797,0.185666615,-0.999576781,5.7,0,56.4,964.8,12.967,128.642,-0.99831964,0,0,11.821,-3.6,0.057947358,-3.206,0.029090534,1024.2,1.219,1,0,10,0,0,0
2023-12-01 9:40,-0.76266833,0.64678978,-0.999572199,5.9,0,55,964.7,12.976,128.776,-0.994470694,0,0,11.665,-3.2,0.105014466,-3.3,0.029247547,1024,1.219,1,0,10,0,0,0
2023-12-01 9:50,-0.851726934,0.523985906,-0.999571688,4,0,53.9,964.7,12.977,128.782,-0.989069972,0,0,11.03,-3,0.147446908,-3.021,0.029264993,1023.9,1.218,1,0,10,0,0,0
2023-12-01 10:00,-0.838670568,0.544639035,-0.999550491,3.9,0,53.6,964.7,13.018,129.06,-0.994465194,0,0,13.121,-2.8,0.105066536,-2.89,0.029980264,1023.9,1.217,1,0,10,0,0,0
2023-12-01 10:10,-0.738455341,0.674302388,-0.999553103,5.5,0,53,964.8,13.013,129.363,-0.989249374,0,0,12.138,-2.7,0.146238421,-2.763,0.029893036,1024,1.217,1,0,10,0,0,0
2023-12-01 10:20,-0.86162916,0.507538363,-0.999558824,4.7,0,52,964.7,13.002,129.539,-0.996124404,0,0,12.21,-2.2,0.087955511,-2.841,0.029701135,1023.7,1.217,1,0,10,0,0,0
2023-12-01 10:30,-0.223250116,0.974761194,-0.999555708,4.5,0,49.9,964.8,13.008,129.527,-0.989618804,0,0,10.73,-2.1,0.143717163,-2.472,0.029805809,1023.8,1.215,1,0,10,0,0,0
2023-12-01 10:40,-0.991671162,0.128795597,-0.999573219,3.7,0,48,964.8,12.974,129.733,-0.997911111,0,0,11.63,-1.6,0.064601976,-2.179,0.029212655,1023.7,1.214,1,0,10,0,0,0
2023-12-01 10:50,-0.996778878,0.080198924,-0.999578303,6.4,0,44.9,964.7,12.964,129.872,-0.99972571,0,0,12.9,-1.6,0.023420177,-1.98,0.029038196,1023.6,1.213,1,0,10,0,0,0
2023-12-01 11:00,-0.799684658,0.600420225,-0.999575765,5.8,0,44.3,964.6,12.968,129.926,-0.998246033,0,0,13.532,-1.6,0.059201838,-1.834,0.029125426,1023.5,1.213,1,0,10,0,0,0
2023-12-01 11:10,-0.783693457,0.62114778,-0.999576273,4.6,0,44,964.5,12.968,129.869,-0.998385728,0,0,13.044,-1.1,0.056797339,-1.868,0.02910798,1023.3,1.213,1,0,10,0,0,0
2023-12-01 11:20,-0.937281989,0.348572047,-0.999577288,6.7,0,42.5,964.5,12.966,129.772,-0.996028644,0,0,15.001,-0.9,0.08903337,-1.533,0.029073088,1023.3,1.211,1,0,10,0,0,0
2023-12-01 11:30,-0.990023658,0.140901232,-0.999465158,4.7,0,41.9,964.4,12.983,129.923,-0.996155046,0,0,15.203,-0.8,0.087607793,-1.298,0.032701639,1023.2,1.21,1,0,10,0,0,0
2023-12-01 11:40,-0.964557418,0.26387305,-0.999579316,6.2,0,41.2,964.3,12.962,130.113,-0.999741817,0,0,15.467,-0.4,-0.022722231,-1.189,0.029003304,1022.9,1.21,1,0,10,0,0,0
2023-12-01 11:50,-0.966376079,0.257132793,-0.999580327,7.1,0,41.2,964.2,12.96,130.168,-0.999173245,0,0,15.608,-0.2,0.040654964,-1.051,0.028968412,1022.8,1.209,1,0,10,0,0,0
2023-12-01 12:00,-0.920504853,0.390731128,-0.999578303,8.4,0,41.1,964,12.964,130.157,-0.998723768,0,0,14.116,0.1,0.050505785,-1.064,0.029038196,1022.5,1.209,1,0,10,0,0,0
2023-12-01 12:10,-0.882126866,0.471011881,-0.999568618,3.7,0,41.6,964,12.983,130.203,-0.996443028,0,0,12.998,0.1,0.084269159,-0.665,0.029369667,1022.5,1.207,1,0,10,0,0,0
2023-12-01 12:20,-0.927836254,0.372987783,-0.999566565,4.7,0,41.8,963.9,12.987,130.495,-0.990309319,0,0,12.718,0.4,0.138879276,-0.335,0.02943945,1022.3,1.206,1,0,10,0,0,0
2023-12-01 12:30,-0.106264071,0.994337944,-0.999563993,6,0,40.5,963.9,12.992,130.846,-0.993211315,0,0,12.688,0.4,0.116324048,-0.251,0.029526679,1022.3,1.205,1,0,10,0,0,0
2023-12-01 12:40,-0.989525789,0.144356201,-0.999567079,8.7,0,40.5,963.7,12.986,130.93,-0.993302369,0,0,13.057,0.9,0.115543946,-0.384,0.029422005,1022,1.206,1,0,10,0,0,0
2023-12-01 12:50,-0.985703469,0.16848938,-0.999578809,7.8,0,39.7,963.7,12.963,130.978,-0.996805419,0,0,12.204,0.7,0.079868376,-0.027,0.02902075,1022,1.204,1,0,10,0,0,0
2023-12-01 13:00,-0.881303452,0.472550765,-0.999580327,6.3,0,40.9,963.4,12.96,130.981,-0.998060555,0,0,14.724,0.7,-0.062250526,0.092,0.028968412,1021.7,1.204,1,0,10,0,0,0
2023-12-01 13:10,-0.850811109,0.525471651,-0.997844058,7.9,0,40,963.5,7.539,130.929,-0.998629535,0,0,14.13,0.9,-0.052335956,0.087,-0.065629535,1021.8,1.204,1,0,10,0,0,0
2023-12-01 13:20,-0.982612797,0.185666615,-0.994481686,5,0,39.1,963.3,5.278,130.968,-0.998788166,0,0,13.562,1.7,-0.049215848,0.11,-0.104910325,1021.3,1.204,1,0,10,0,0,0
2023-12-01 13:30,-0.801775644,0.597625147,-0.994496325,3.2,0,39.4,963.3,5.286,130.917,-0.999897589,0,0,12.881,1.3,-0.014311211,0.223,-0.104771468,1021.4,1.203,1,0,10,0,0,0
2023-12-01 13:40,-0.953716951,0.3007058,-0.994478023,3.5,0,40.1,963.3,5.276,131.1,-0.998535726,0,0,11.172,1.5,-0.054096241,0.538,-0.104945038,1021.4,1.202,1,0,10,0,0,0
2023-12-01 13:50,-0.990023658,0.140901232,-0.994478023,3.1,0,40.1,963.4,5.276,131.232,-0.987402763,0,0,12.381,1.4,-0.158227001,0.595,-0.104945038,1021.5,1.202,1,0,10,0,0,0
2023-12-01 14:00,-0.856267085,-0.516533329,-0.994478023,3,0,40.3,963.4,5.276,131.287,-0.999966068,0,0,12.198,1.5,-0.008237861,0.535,-0.104945038,1021.5,1.202,1,0,10,0,0,0
2023-12-01 14:10,-0.784776371,0.619779032,-0.994478023,5.8,0,39.4,963.4,5.276,131.147,-0.987693801,0,0,15.345,1.4,-0.156399988,0.375,-0.104945038,1021.5,1.203,1,0,10,0,0,0
2023-12-01 14:20,-0.860742027,0.509041416,-0.994478023,6.5,0,39.2,963.3,5.276,131.17,-0.991838906,0,0,14.527,1.2,-0.127497392,0.581,-0.104945038,1021.5,1.202,1,0,10,0,0,0
2023-12-01 14:30,-0.849892693,0.526955795,-0.994485347,6,0,39.1,963.1,5.28,131.238,-0.998420237,0,0,13.308,1.3,-0.056187449,0.598,-0.104875611,1021.2,1.202,1,0,10,0,0,0
2023-12-01 14:40,-0.89179753,0.452434709,-0.994478023,4.4,0,38.7,963,5.276,131.178,-0.993849363,0,0,14.406,1.5,-0.110740432,0.448,-0.104945038,1021.1,1.202,1,0,10,0,0,0
2023-12-01 14:50,-0.948876012,-0.315649037,-0.994478023,3.7,0,38.8,963,5.276,131.153,-0.98684161,0,0,15.396,1.4,-0.16168994,0.712,-0.104945038,1021.1,1.201,1,0,10,0,0,0
2023-12-01 15:00,-0.969015731,-0.246999013,-0.994478023,4.8,0,39.1,963.1,5.276,131.263,-0.992055529,0,0,15.816,1.5,-0.125800743,0.747,-0.104945038,1021.2,1.201,1,0,10,0,0,0
2023-12-01 15:10,-0.966376079,0.257132793,-0.994478023,2.8,0,37.6,963.2,5.276,131.314,-0.995247816,0,0,15.494,1.7,-0.097374458,0.454,-0.104945038,1021.2,1.202,1,0,10,0,0,0
2023-12-01 15:20,-0.803856861,0.594822787,-0.994483517,6.5,0,38.3,963.4,5.278,131.206,-0.990619492,0,0,15.489,1.4,-0.13664927,0.595,-0.104892968,1021.5,1.202,1,0,10,0,0,0
2023-12-01 15:30,-0.848048096,0.529919264,-0.994492667,4.8,0,38.7,963.4,5.284,131.292,-0.992876367,0,0,13.607,1.5,-0.119149147,0.678,-0.104806182,1021.5,1.201,1,0,10,0,0,0
2023-12-01 15:40,-0.846193166,0.532876276,-0.994478023,4.7,0,39,963.5,5.276,131.425,-0.998911962,0,0,12.276,1.2,-0.04663573,0.626,-0.104945038,1021.7,1.202,1,0,10,0,0,0
2023-12-01 15:50,-0.98450318,0.175366726,-0.994478023,4.2,0,39.3,963.5,5.276,131.3,-0.995676197,0,0,12.953,0.9,-0.092891935,0.31,-0.104945038,1021.8,1.203,1,0,10,0,0,0
2023-12-01 16:00,-0.9909832,0.133986185,-0.994478023,6.5,0,39.9,963.6,5.276,131.262,-0.996041065,0,0,12.906,0.9,-0.088894297,0.515,-0.104945038,1021.9,1.202,1,0,10,0,0,0
2023-12-01 16:10,-0.923879533,0.382683432,-0.994565593,4.1,0,39.6,963.7,5.324,131.398,-0.996379504,0,0,11.858,0.8,-0.085016958,0.463,-0.10411187,1022,1.202,1,0,10,0,0,0
2023-12-01 16:20,-0.866896749,0.49848774,-0.994612735,5.9,0,40.2,963.9,5.35,131.4,-0.999036002,0,0,11.69,0.6,-0.043898373,0.153,-0.103660539,1022.3,1.204,1,0,10,0,0,0
2023-12-01 16:30,-0.858959897,0.512042865,-0.994598252,3.5,0,40.4,964,5.343,131.299,-0.999126481,0,0,12.065,0.4,-0.041788464,0.302,-0.103799413,1022.4,1.203,1,0,10,0,0,0
2023-12-01 16:40,-0.97154912,0.236838146,-0.994565593,4.4,0,39.2,964,5.324,131.472,-0.997948153,0,0,11.361,0.2,-0.06402721,0.378,-0.10411187,1022.5,1.203,1,0,10,0,0,0
2023-12-01 16:50,-0.770513243,0.63742399,-0.999053543,5.1,0,37.5,964.1,8.807,131.828,-0.993484629,0,0,8.888,-0.1,0.113966189,0.472,-0.04349733,1022.7,1.202,1,0,10,0,0,0
2023-12-01 17:00,-0.904827052,0.425779292,-0.99954208,3.7,0,36.9,964.1,13.034,131.865,-0.99929013,0,0,10.434,-0.2,-0.037672742,-0.066,0.03025939,1022.7,1.205,1,0,10,0,0,0
2023-12-01 17:10,-0.811063819,-0.584957675,-0.99954208,2.5,0,36.9,964.2,13.034,131.967,-0.999789368,0,0,9.658,-0.4,-0.020523631,-0.258,0.03025939,1022.8,1.206,1,0,10,0,0,0
2023-12-01 17:20,-0.803856861,0.594822787,-0.99954208,3.9,0,35.5,964.4,13.034,132.137,-0.997056768,0,0,10.066,-0.6,0.076666822,-0.443,0.03025939,1023.1,1.206,1,0,10,0,0,0
2023-12-01 17:30,-0.759271307,0.650774217,-0.99954208,3,0,34.5,964.5,13.034,132.255,-0.996009975,0,0,10.967,-0.7,0.089241975,-0.645,0.03025939,1023.2,1.207,1,0,10,0,0,0
2023-12-01 17:40,-0.832921241,0.553391549,-0.99954208,6.1,0,35,964.5,13.034,132.086,-0.994101853,0,0,11.54,-0.9,0.108450476,-0.977,0.03025939,1023.3,1.209,1,0,10,0,0,0
2023-12-01 17:50,-0.81613759,0.577857624,-0.99954208,4.4,0,34.5,964.6,13.034,132.056,-0.993579756,0,0,12.585,-1,0.113133849,-0.858,0.03025939,1023.4,1.208,1,0,10,0,0,0
2023-12-01 18:00,-0.74779809,0.663926213,-0.99954208,4.8,0,34.7,964.7,13.034,132.123,-0.992797126,0,0,12.839,-1.2,0.119807621,-0.945,0.03025939,1023.5,1.209,1,0,10,0,0,0
2023-12-01 18:10,-0.999815712,0.019197442,-0.99954208,4.9,0,34.4,964.7,13.034,131.984,-0.997977105,0,0,13.668,-1.2,0.063574348,-1.427,0.03025939,1023.5,1.211,1,0,10,0,0,0
2023-12-01 18:20,-0.99074784,0.135715572,-0.99954208,4.3,0,35.7,964.8,13.034,131.718,-0.998957863,0,0,13.53,-1.5,0.045641952,-1.328,0.03025939,1023.7,1.21,1,0,10,0,0,0
2023-12-01 18:30,-0.891006524,0.4539905,-0.99954208,5.4,0,36.5,964.6,13.034,131.591,-0.995727922,0,0,16.227,-1.6,-0.09233583,-1.334,0.03025939,1023.5,1.21,1,0,10,0,0,0
2023-12-01 18:40,-0.875464527,0.483282383,-0.99954208,6.9,0,37,964.7,13.034,131.411,-0.999528246,0,0,15.976,-1.5,-0.030712964,-1.496,0.03025939,1023.6,1.211,1,0,10,0,0,0
2023-12-01 18:50,-0.806960312,0.590605668,-0.999542608,4.9,0,38.5,964.9,13.033,131.102,-0.998431006,0,0,14.499,-1.7,0.055995765,-1.776,0.030241944,1023.8,1.212,1,0,10,0,0,0
2023-12-01 19:00,-0.901077021,0.433659085,-0.99954208,5.9,0,39.8,965,13.034,131.027,-0.9982305,0,0,13.659,-1.9,0.059463176,-1.751,0.03025939,1024,1.212,1,0,10,0,0,0
2023-12-01 19:10,-0.992965508,0.118403968,-0.99954208,5.7,0,39.5,965,13.034,131.068,-0.998813798,0,0,13.88,-2,0.048692877,-1.849,0.03025939,1024,1.213,1,0,10,0,0,0
2023-12-01 19:20,-0.982935349,0.183951351,-0.99954208,5.2,0,41.5,965.2,13.034,130.899,-0.999960849,0,0,14.899,-2.3,0.008848704,-2.313,0.03025939,1024.3,1.215,1,0,10,0,0,0
2023-12-01 19:30,-0.973578903,0.22835087,-0.99954208,4.6,0,41.1,965.2,13.034,130.635,-0.997827992,0,0,15.876,-2.3,-0.065873352,-2.1,0.03025939,1024.3,1.214,1,0,10,0,0,0
2023-12-01 19:40,-0.875464527,0.483282383,-0.99954208,4.9,0,41.3,965.4,13.034,130.552,-0.999305823,0,0,14.066,-2.5,-0.037254157,-2.238,0.03025939,1024.6,1.214,1,0,10,0,0,0
2023-12-01 19:50,-0.660001668,0.751264134,-0.99954208,2.5,0,43,965.4,13.034,130.511,-0.999982289,0,0,12.041,-2.8,0.005951538,-2.557,0.03025939,1024.6,1.216,1,0,10,0,0,0
2023-12-01 20:00,-0.917060074,0.398749069,-0.99954208,4.8,0,42.6,965.5,13.034,130.425,-0.989845814,0,0,10.865,-2.7,0.142145221,-2.855,0.03025939,1024.7,1.217,1,0,10,0,0,0
2023-12-01 20:10,-0.785856893,0.618408395,-0.99954208,7,0,42.8,965.5,13.034,130.495,-0.993227547,0,0,11.786,-2.7,0.116185368,-2.707,0.03025939,1024.7,1.216,1,0,10,0,0,0
2023-12-01 20:20,-0.946085359,0.323917418,-0.99954208,5.2,0,42.7,965.4,13.034,130.605,-0.991488091,0,0,12.261,-2.8,0.130197409,-2.758,0.03025939,1024.6,1.217,1,0,10,0,0,0
