timestamp,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,나셀 내부 공기밀도(단위 부피당 질량),정상가동_스위치,강제정지시간(분),정상가동시간(분),정상요청정지시간(분),계획정비시간(분),기술대기시간(분),유효전력생산량(kWh)
2023-01-01 1:40,-0.989776231,0.142628934,-0.996982714,3.9,0,61.6,969,366.848,132.014,-0.998355852,0,0,13.218,-1.9,0.057320084,-1.565,-0.077623893,1028.2,1.211,0,10,0,0,0,0,0
2023-01-01 1:50,-0.942057453,0.33545157,-0.999274262,4.9,0,61.6,969,373.481,131.663,-0.999343023,0,0,11.969,-1.9,0.03624255,-1.75,0.03809132,1028.2,1.212,0,10,0,0,0,0,0
2023-01-01 2:00,-0.936672189,0.350207381,-0.998410416,3.7,0,62.7,969,374.531,132.102,-0.999542608,0,0,11.759,-2,0.030241944,-1.789,0.056361705,1028.2,1.212,0,10,0,0,0,0,0
2023-01-01 2:10,-0.712026046,0.702153053,-0.998410416,4.4,0,62.7,969,374.531,132.382,-0.996343805,0,0,12.379,-2,-0.085434313,-1.82,0.056361705,1028.2,1.212,0,10,0,0,0,0,0
2023-01-01 2:20,-0.796529918,0.604599115,-0.997332343,5.5,0,62.8,968.9,367.114,132.164,-0.996705682,0,0,12.889,-1.9,-0.081103539,-1.799,-0.072994505,1028.1,1.212,0,10,0,0,0,0,0
2023-01-01 2:30,-0.807989884,0.589196357,-0.996982714,4.4,0,62.6,968.9,366.848,132.076,-0.989351227,0,0,13.618,-1.9,-0.145547759,-1.813,-0.077623893,1028.1,1.212,0,10,0,0,0,0,0
2023-01-01 2:40,-0.913545458,0.406736643,-0.996982714,3.6,0,62,968.7,366.848,132.068,-0.993985828,0,0,13.771,-1.7,-0.109508786,-1.809,-0.077623893,1027.9,1.212,0,10,0,0,0,0,0
2023-01-01 2:50,-0.99074784,0.135715572,-0.996982714,5.4,0,62.7,968.6,366.848,132.038,-0.989059676,0,0,14.159,-1.8,-0.147515958,-1.8,-0.077623893,1027.8,1.212,0,10,0,0,0,0,0
2023-01-01 3:00,-0.986855716,0.161603821,-0.996982714,7.5,0,62.7,968.5,366.848,131.996,-0.994591003,0,0,12.884,-1.7,-0.103868848,-1.886,-0.077623893,1027.6,1.213,0,10,0,0,0,0,0
2023-01-01 3:10,-0.884580975,0.46638664,-0.996982714,8,0,61.9,968.3,366.848,131.822,-0.996346787,0,0,12.709,-1.5,-0.085399534,-1.923,-0.077623893,1027.4,1.213,0,10,0,0,0,0,0
2023-01-01 3:20,-0.688354576,0.725374371,-0.996982714,4.8,0,62.9,968.5,366.848,131.346,-0.99966097,0,0,12.327,-1.7,-0.02603737,-1.949,-0.077623893,1027.6,1.213,0,10,0,0,0,0,0
2023-01-01 3:30,-0.85445883,0.519519112,-0.996982714,4.3,0,62.5,968.5,366.848,132.548,-0.999854323,0,0,12.072,-1.6,-0.017068491,-2.04,-0.077623893,1027.6,1.213,0,10,0,0,0,0,0
2023-01-01 3:40,-0.914959668,0.403545296,-0.996982714,6.8,0,62.3,968.4,366.848,132.45,-0.999841853,0,0,11.594,-1.5,-0.017783968,-2.065,-0.077623893,1027.5,1.214,0,10,0,0,0,0,0
2023-01-01 3:50,-0.997440783,0.071497444,-0.996982714,4.6,0,62.6,968.4,366.848,131.875,-0.999965054,0,0,11.069,-1.6,0.00836003,-2.097,-0.077623893,1027.5,1.214,0,10,0,0,0,0,0
2023-01-01 4:00,-0.999780683,-0.02094242,-0.996982714,7.1,0,63.7,968.3,366.848,131.18,-0.998767463,0,0,10.571,-1.8,0.049634215,-2.093,-0.077623893,1027.5,1.214,0,10,0,0,0,0,0
2023-01-01 4:10,-0.999450216,0.033155178,-0.999232459,3.2,0,63.4,968.2,373.543,132.947,-0.995183016,0,0,10.505,-1.7,0.09803451,-2.103,0.039172616,1027.3,1.214,0,10,0,0,0,0,0
2023-01-01 4:20,0.859852272,0.510542918,-0.998410416,4.8,0,63,968.2,374.531,131.856,-0.994166034,0,0,8.936,-1.6,0.107860545,-2.09,0.056361705,1027.3,1.214,0,10,0,0,0,0,0
2023-01-01 4:30,-0.989776231,-0.142628934,-0.998410416,4.5,0,63.6,968.2,374.531,131.506,-0.998598302,0,0,8.891,-1.7,0.052928546,-2.122,0.056361705,1027.3,1.214,0,10,0,0,0,0,0
2023-01-01 4:40,-0.933580426,0.35836795,-0.998410416,3.2,0,63.9,968.5,374.531,132.699,-0.993642787,0,0,10.312,-1.6,0.112578912,-2.089,0.056361705,1027.6,1.214,0,10,0,0,0,0,0
2023-01-01 4:50,-0.68199836,0.731353702,-0.998410416,4.2,0,64.3,968.3,374.531,131.424,-0.993880249,0,0,11.211,-1.7,0.110462893,-2.157,0.056361705,1027.4,1.214,0,10,0,0,0,0,0
2023-01-01 5:00,-0.991671162,0.128795597,-0.998410416,4.9,0,65.3,968.2,374.531,132.23,-0.998573249,0,0,11.092,-1.9,0.053399118,-2.201,0.056361705,1027.4,1.214,0,10,0,0,0,0,0
2023-01-01 5:10,-0.998889875,0.047106451,-0.998410416,4.7,0,65.2,968.2,374.531,132.099,-0.997685466,0,0,10.639,-1.9,0.067997878,-2.274,0.056361705,1027.4,1.214,0,10,0,0,0,0,0
2023-01-01 5:20,-0.955278362,0.29570805,-0.998410416,4.6,0,65.5,968.3,374.531,131.4,-0.999999254,0,0,11.029,-1.9,0.00122173,-2.221,0.056361705,1027.5,1.214,0,10,0,0,0,0,0
2023-01-01 5:30,-0.86162916,0.507538363,-0.998410416,4.6,0,65.1,968.3,374.531,132.534,-0.999990018,0,0,11.382,-1.7,0.004468028,-2.197,0.056361705,1027.4,1.214,0,10,0,0,0,0,0
2023-01-01 5:40,-0.774944489,0.632029303,-0.998410416,4.3,0,65.2,968.1,374.531,131.028,-0.999784323,0,0,10.646,-1.7,-0.020767925,-2.254,0.056361705,1027.2,1.214,0,10,0,0,0,0,0
2023-01-01 5:50,-0.89725837,0.441505853,-0.998410416,3.9,0,65.6,968.2,374.531,132.82,-0.998612125,0,0,9.862,-1.8,0.052667111,-2.306,0.056361705,1027.3,1.215,0,10,0,0,0,0,0
2023-01-01 6:00,0.02094242,0.999780683,-0.998410416,4.5,0,64.9,968.3,374.531,130.937,-0.999881786,0,0,10.929,-1.7,0.015375745,-2.205,0.056361705,1027.4,1.214,0,10,0,0,0,0,0
2023-01-01 6:10,-0.989015863,0.147809411,-0.998410416,5.7,0,65.1,968.6,374.531,132.897,-0.999997733,0,0,11.015,-1.7,-0.0021293,-2.149,0.056361705,1027.7,1.214,0,10,0,0,0,0,0
2023-01-01 6:20,-0.906307787,0.422618262,-0.998410416,6.6,0,65.4,968.5,374.531,130.998,-0.998961842,0,0,11.795,-1.7,-0.045554776,-2.088,0.056361705,1027.6,1.214,0,10,0,0,0,0,0
2023-01-01 6:30,-0.740804596,0.671720589,-0.999867988,6,0,65.2,968.6,370.37,132.863,-0.997324693,0,0,12.879,-1.7,-0.073098945,-2.028,-0.0162483,1027.7,1.213,0,10,0,0,0,0,0
2023-01-01 6:40,-0.821149209,0.570713568,-0.996881627,7,0,65.6,968.7,366.774,131.276,-0.998565784,0,0,12.003,-1.7,-0.053538545,-2.142,-0.078911474,1027.9,1.214,0,10,0,0,0,0,0
2023-01-01 6:50,-0.79863551,0.601815023,-0.996881627,6.5,0,65.9,968.9,366.774,132.5,-0.999756667,0,0,12.696,-1.9,-0.022059172,-2.077,-0.078911474,1028.1,1.214,0,10,0,0,0,0,0
2023-01-01 7:00,-0.821149209,0.570713568,-0.996881627,5.7,0,65.1,968.9,366.774,131.805,-0.999956079,0,0,13.393,-1.6,0.009372281,-2.089,-0.078911474,1028,1.214,0,10,0,0,0,0,0
2023-01-01 7:10,-0.978147601,0.207911691,-0.996881627,4.7,0,65.4,968.9,366.774,131.514,-0.999998256,0,0,13.298,-1.8,-0.001867501,-2.117,-0.078911474,1028.1,1.214,0,10,0,0,0,0,0
2023-01-01 7:20,-0.963162567,0.268919821,-0.996881627,6,0,65.2,969,366.774,132.655,-0.997107396,0,0,14.671,-1.6,-0.076005533,-1.952,-0.078911474,1028.1,1.213,0,10,0,0,0,0,0
2023-01-01 7:30,-0.989015863,0.147809411,-0.996881627,5.6,0,64.5,969,366.774,131.216,-0.994507291,0,0,14.858,-1.7,-0.104667324,-1.837,-0.078911474,1028.2,1.213,0,10,0,0,0,0,0
2023-01-01 7:40,-0.882947593,0.469471563,-0.996881627,4.2,0,65.1,969.2,366.774,132.324,-0.997295269,0,0,15.173,-1.7,-0.073499291,-1.756,-0.078911474,1028.4,1.212,0,10,0,0,0,0,0
2023-01-01 7:50,-0.792289643,0.610145164,-0.996881627,8,0,64.5,969.3,366.774,132.344,-0.993814524,0,0,15.192,-1.6,-0.111052654,-1.736,-0.078911474,1028.5,1.212,0,10,0,0,0,0,0
2023-01-01 8:00,-0.807989884,0.589196357,-0.996881627,5.6,0,63.8,969.5,366.774,131.195,-0.990990214,0,0,16.128,-1.4,-0.133934297,-1.574,-0.078911474,1028.6,1.211,0,10,0,0,0,0,0
2023-01-01 8:10,-0.919821497,0.392337117,-0.996881627,3.7,0,64.2,969.6,366.774,132.227,-0.992186724,0,0,16.095,-1.4,-0.124761796,-1.491,-0.078911474,1028.7,1.211,0,10,0,0,0,0,0
2023-01-01 8:20,-0.995561965,0.094108313,-0.996881627,5.1,0,64.4,969.6,366.774,132.488,-0.990898818,0,0,15.886,-1.4,-0.134608812,-1.478,-0.078911474,1028.7,1.211,0,10,0,0,0,0,0
2023-01-01 8:30,-0.952129393,0.305695305,-0.996881627,6.2,0,63.7,969.6,366.774,129.716,-0.990471043,0,0,16.17,-1.2,-0.137721143,-1.362,-0.078911474,1028.7,1.21,0,8.267,0,1.667,0,0.033,0
2023-01-01 8:40,-0.921863152,0.387515586,-0.996881627,6.1,0,63.7,969.7,366.774,117.278,-0.993452765,0,0,16.688,-1.2,-0.114243618,-1.224,-0.078911474,1028.8,1.21,0,0,0,10,0,0,0
2023-01-01 8:50,-0.86949493,0.493941867,-0.996881627,4.8,0,63.7,969.7,366.774,115.821,-0.986253896,0,0,16.905,-1.1,-0.165236956,-1.069,-0.078911474,1028.9,1.209,0,0.233,0,9.733,0,0,0
2023-01-01 9:00,-0.733729865,0.679441304,-0.996881627,4.8,0,64,969.7,366.774,130.535,-0.986007677,0,0,17.125,-1,-0.166699911,-0.846,-0.078911474,1028.8,1.208,1,3.967,2.4,0,0,3.533,64.453
2023-01-01 9:10,-0.835807361,0.549022818,-0.996881627,5.8,0,63.6,969.7,366.774,136.307,-0.987718356,0,0,17.156,-0.8,-0.15624484,-0.633,-0.078911474,1028.8,1.207,1,0,8.567,0.333,0,1.033,306.641
2023-01-01 9:20,-0.734914595,0.67815967,-0.996881627,6.8,0,63,969.7,366.774,134.26,-0.994945761,0,0,16.179,-0.7,-0.10041381,-0.494,-0.078911474,1028.8,1.207,1,0,10,0,0,0,388.672
2023-01-01 9:30,-0.97236992,0.233445364,-0.996881627,5.7,0,62.4,969.6,366.774,131.537,-0.997425787,0,0,17.119,-0.5,-0.071706346,-0.23,-0.078911474,1028.6,1.205,1,0,10,0,0,0,388.672
2023-01-01 9:40,-0.96174131,0.273959219,-0.996881627,4.7,0,61.6,969.7,366.774,129.048,-0.999999919,0,0,16.34,-0.3,0.000401426,0.028,-0.078911474,1028.6,1.204,1,0,10,0,0,0,388.672
2023-01-01 9:50,-0.976672278,0.214735327,-0.996881627,4.1,0,60.7,969.9,366.774,126.746,-0.999075431,0,0,15.359,0,0.042991658,0.22,-0.078911474,1028.8,1.203,1,0,10,0,0,0,382.813
2023-01-01 10:00,-0.86162916,0.507538363,-0.999381042,5.2,0,60.4,970,373.312,134.808,-0.997795681,0,0,15.692,0.2,0.066360975,0.258,0.035178578,1028.8,1.203,1,0,10,0,0,0,378.906
2023-01-01 10:10,-0.744311546,0.667832555,-0.99852911,7.5,0,59.8,970.1,374.408,135.327,-0.995995944,0,0,15.365,0.3,0.089398427,0.274,0.054218234,1028.9,1.203,1,0,10,0,0,0,367.188
2023-01-01 10:20,-0.85536426,0.518027009,-0.99854327,6.2,0,59.7,970.3,374.393,132.135,-0.998331755,0,0,14.811,0.5,0.05773827,0.356,0.053956818,1029.1,1.203,1,0,10,0,0,0,359.375
2023-01-01 10:30,-0.997185134,-0.074978727,-0.99852627,7.4,0,59.5,970.3,374.411,129.194,-0.99226925,0,0,14.747,0.7,0.124103725,0.61,0.054270517,1029,1.202,1,0,10,0,0,0,369.141
2023-01-01 10:40,-0.965016494,0.262189179,-0.998499629,8.1,0,59,970.4,374.439,126.517,-0.992886761,0,0,15.33,0.8,0.119062502,0.75,0.054758483,1029.1,1.201,1,0,10,0,0,0,375
2023-01-01 10:50,-0.974761194,0.223250116,-0.998428073,4.6,0,58.6,970.2,374.513,137.39,-0.994293345,0,0,16.038,1.1,0.106680569,0.836,0.056048043,1028.8,1.201,1,0,10,0,0,0,380.859
2023-01-01 11:00,-0.867765453,0.496973961,-0.998428073,6.6,0,57.9,970.2,374.513,134.449,-0.99410753,0,0,15.732,1.1,0.108398425,1.017,0.056048043,1028.8,1.2,1,0,10,0,0,0,380.859
2023-01-01 11:10,-0.880477354,0.474088209,-0.998433937,6.7,0,57.6,970.2,374.506,130.992,-0.990238899,0,0,16.213,1.2,0.139380499,1.075,0.055943487,1028.8,1.2,1,0,10,0,0,0,371.094
2023-01-01 11:20,-0.836764313,0.547563223,-0.998376794,4.8,0,57.2,970.1,374.565,127.725,-0.978903065,0,0,15.241,1.4,0.204325204,0.958,0.056954164,1028.6,1.2,1,0,10,0,0,0,367.188
2023-01-01 11:30,-0.867765453,0.496973961,-0.998267665,7.2,0,56.5,970,374.673,134.269,-0.989021022,0,0,14.271,1.6,0.147774888,1.17,0.058835958,1028.5,1.199,1,0,10,0,0,0,357.422
2023-01-01 11:40,-0.96814764,0.250380004,-0.998262526,7.7,0,55.9,969.8,374.678,134.798,-0.991832229,0,0,13.59,1.7,0.127549324,1.388,0.058923073,1028.2,1.198,1,0,10,0,0,0,343.75
2023-01-01 11:50,-0.973975967,0.226651307,-0.998290182,8.7,0,55.2,969.7,374.65,131.022,-0.992772012,0,0,13.388,1.8,0.12001555,1.594,0.058452646,1028.1,1.197,1,0,10,0,0,0,349.609
2023-01-01 12:00,-0.832921241,0.553391549,-0.998276894,6.3,0,54.2,969.3,374.663,127.64,-0.988974549,0,0,11.023,1.9,0.148085591,1.736,0.058679149,1027.6,1.197,1,0,10,0,0,0,289.063
2023-01-01 12:10,-0.94664926,0.322265695,-0.998278942,5.1,0,53.7,969,374.663,134.653,-0.996426831,0,0,12.056,2.2,0.084460461,1.616,0.058644303,1027.2,1.197,1,0,10,0,0,0,320.313
2023-01-01 12:20,-0.89571176,0.444635179,-0.998291202,5,0,52.1,968.8,374.65,134.236,-0.99972775,0,0,12.393,2.6,0.023332934,1.786,0.058435223,1026.9,1.197,1,0,10,0,0,0,308.594
2023-01-01 12:30,-0.914959668,0.403545296,-0.998312553,4.1,0,51.6,968.8,374.63,130.306,-0.99997881,0,0,11.709,2.4,-0.006510032,1.834,0.058069326,1027,1.196,1,0,10,0,0,0,279.297
2023-01-01 12:40,-0.9909832,0.133986185,-0.998334776,4.9,0,50.8,968.6,374.607,126.762,-0.999787573,0,0,12.773,2.6,-0.020610879,1.775,0.057685997,1026.7,1.197,1,0,10,0,0,0,335.938
2023-01-01 12:50,-0.930417568,0.366501227,-0.998334776,6.2,0,50.6,968.5,374.606,137.855,-0.999675356,0,0,10.952,2.7,0.02547905,2.181,0.057685997,1026.6,1.195,1,0,10,0,0,0,251.953
2023-01-01 13:00,-0.967267753,0.253757945,-0.998303419,6,0,48.3,968.4,374.639,133.321,-0.999320054,0,0,11.385,2.9,0.036870448,2.262,0.05822614,1026.4,1.194,1,0,10,0,0,0,287.109
2023-01-01 13:10,-0.937888935,0.346935652,-0.998311539,3.4,0,49.5,968.3,374.629,129.417,-0.997535968,0,0,10.698,2.9,0.070156916,2.22,0.05808675,1026.3,1.195,1,0,10,0,0,0,271.484
2023-01-01 13:20,-0.934204474,0.356737999,-0.998291202,4.6,0,48.6,968.2,374.651,129.287,-0.992890917,0,0,9.685,3,0.119027844,2.601,0.058435223,1026.2,1.193,1,0,10,0,0,0,218.75
2023-01-01 13:30,-0.840566603,0.54170821,-0.992273582,3.2,0,49,968.1,378.427,136.444,-0.981255684,0,0,8.971,3.1,0.192710358,2.857,0.124069088,1026.1,1.192,1,0,10,0,0,0,164.063
2023-01-01 13:40,-0.858959897,0.512042865,-0.981171505,6.6,0,49.6,968.1,382.436,132.187,-0.991905527,0,0,10.604,3.2,0.126978049,2.9,0.193138493,1026,1.192,1,0,10,0,0,0,210.938
2023-01-01 13:50,-0.99912283,0.041875654,-0.981171505,3.3,0,47.6,968.1,382.436,128.3,-0.99355604,0,0,11.582,3.7,0.113341941,2.94,0.193138493,1025.9,1.192,1,0,10,0,0,0,271.484
2023-01-01 14:00,-0.999847695,0.017452406,-0.981171505,3.2,0,48.1,968.1,382.436,133.453,-0.981198463,0,0,10.522,3.6,0.193001494,3.054,0.193138493,1025.9,1.191,1,0,10,0,0,0,248.047
2023-01-01 14:10,-0.828060335,0.560638995,-0.981171505,5.2,0,47.5,968.2,382.436,134.463,-0.98030221,0,0,9.632,3.4,0.197503357,3.177,0.193138493,1026.1,1.191,1,0,10,0,0,0,189.453
2023-01-01 14:20,-0.945518576,0.325568154,-0.981171505,3.3,0,45.9,968.2,382.436,130.305,-0.991447139,0,0,11.23,3.5,0.130508888,3.148,0.193138493,1026.1,1.191,1,0,10,0,0,0,255.859
2023-01-01 14:30,-0.889416373,0.457097927,-0.981171505,4.4,0,44.2,968.2,382.436,128.687,-0.967343002,0,0,10.517,3.7,0.253470939,3.125,0.193138493,1026,1.191,1,0,10,0,0,0,255.859
2023-01-01 14:40,-0.858064906,0.513541252,-0.981171505,4.5,0,44.1,968.3,382.436,136.862,-0.988865731,0,0,10.308,3.6,0.148810507,3.327,0.193138493,1026.1,1.19,1,0,10,0,0,0,228.516
2023-01-01 14:50,-0.996194698,0.087155743,-0.981171505,3.2,0,43.9,968.1,382.436,132.345,-0.97854496,0,0,8.713,3.7,0.2060334,3.389,0.193138493,1025.9,1.19,1,0,10,0,0,0,169.922
2023-01-01 15:00,-0.992546152,0.121869343,-0.981171505,4,0,44.5,968.2,382.436,128.381,-0.986705807,0,0,8.564,3.6,0.162516618,3.495,0.193138493,1026,1.189,1,0,10,0,0,0,148.438
2023-01-01 15:10,-0.989525789,-0.144356201,-0.981171505,3.3,0,44.6,968.1,382.436,133.395,-0.993380787,0,0,9.667,3.4,0.1148678,3.395,0.193138493,1026,1.19,1,0,10,0,0,0,193.359
2023-01-01 15:20,-0.839619865,0.54317445,-0.981171505,3.9,0,44.7,968,382.436,134.364,-0.999204867,0,0,9.266,3.5,0.039870203,3.305,0.193138493,1025.9,1.19,1,0,10,0,0,0,160.156
2023-01-01 15:30,-0.9952274,0.0975829,-0.997443278,2.4,0,44.3,968.1,375.399,129.9,-0.999491091,0,0,8.562,3.2,0.031899206,3.257,0.071462627,1026,1.19,1,0,10,0,0,0,152.344
2023-01-01 15:40,-0.863395551,0.504527624,-0.998127332,2.7,0,44.2,968,374.808,129.914,-0.995801733,0,0,8.109,3.2,0.091536379,3.264,0.061170484,1025.9,1.19,1,0,10,0,0,0,146.484
2023-01-01 15:50,-0.981958713,0.189095443,-0.998156048,1.6,0,43.7,968,374.78,135.716,-0.999530387,0,0,8.836,3.2,0.030643184,3.11,0.060700121,1025.9,1.191,1,0,10,0,0,0,169.922
2023-01-01 16:00,0.903335293,0.428935133,-0.991982909,1.6,0,43.3,968.1,378.556,130.886,-0.983885038,0,0,8.148,3,0.178802215,3.025,0.126372105,1026.1,1.191,1,0,10,0,0,0,158.203
2023-01-01 16:10,-0.994150964,0.107999356,-0.98092124,2.5,0,42.5,968.1,382.51,128.885,-0.989437422,0,0,8.188,2.9,0.144960641,2.943,0.194405557,1026.1,1.192,1,0,10,0,0,0,128.906
2023-01-01 16:20,-0.964095404,0.265556117,-0.98092124,3,0,42.2,968.1,382.51,136.133,-0.996824904,0,0,7.867,2.6,0.079624808,2.813,0.194405557,1026.2,1.192,1,0,10,0,0,0,107.422
2023-01-01 16:30,-0.29570805,0.955278362,-0.996346787,3.5,0,41.5,968.2,376.201,130.972,-0.998904625,0,0,8.322,2.5,-0.046792638,2.656,0.085399534,1026.3,1.193,1,0,10,0,0,0,113.281
2023-01-01 16:40,-0.724171861,0.689619544,-0.998105919,3.4,0,39.8,968.3,374.827,129.094,-0.998113428,0,0,7.606,2.4,0.061396951,2.511,0.061518893,1026.5,1.193,1,0,10,0,0,0,111.328
2023-01-01 16:50,-0.687087511,0.726574671,-0.998105919,4.3,0,37.1,968.5,374.827,135.908,-0.999844018,0,0,7.319,2.2,-0.017661814,2.275,0.061518893,1026.7,1.194,1,0,10,0,0,0,103.516
2023-01-01 17:00,-0.995724698,0.092370587,-0.998105919,3.4,0,37.1,968.6,374.827,130.666,-0.998267665,0,0,7.224,1.8,0.058835958,2.141,0.061518893,1026.9,1.195,1,0,10,0,0,0,101.563
2023-01-01 17:10,-0.974370065,0.224951054,-0.998105919,3.5,0,36.3,968.7,374.827,130.248,-0.995369394,0,0,7.532,1.6,0.096123716,1.979,0.061518893,1027.1,1.196,1,0,10,0,0,0,134.766
2023-01-01 17:20,-0.986572162,0.163325962,-0.998105919,4,0,36.7,968.8,374.827,135.138,-0.991515338,0,0,6.836,1.5,0.12998975,1.742,0.061518893,1027.2,1.197,1,0,10,0,0,0,93.75
2023-01-01 17:30,-0.919135339,0.39394191,-0.998105919,2,0,37.6,968.8,374.827,129.843,-0.996658804,0,0,7.015,1,0.081677587,1.595,0.061518893,1027.3,1.197,1,0,10,0,0,0,105.469
2023-01-01 17:40,-0.838670568,0.544639035,-0.998105919,3.4,0,36.1,968.8,373.577,132.11,-0.982306868,0,0,6.623,1.3,0.187278449,1.434,0.061518893,1027.3,1.198,1,0,10,0,0,0,85.938
2023-01-01 17:50,-0.774944489,0.632029303,-0.987244864,2.2,0,36.4,968.8,380.459,133.796,-0.980295316,0,0,6.398,1,0.197537576,1.311,0.159209228,1027.3,1.199,1,0,10,0,0,0,80.078
2023-01-01 18:00,-0.868631514,0.495458668,-0.980669339,1.7,0,36.5,968.8,382.584,128.543,-0.987397239,0,0,6.8,0.9,0.158261468,1.224,0.195672297,1027.4,1.199,1,0,10,0,0,0,91.797
2023-01-01 18:10,-0.89725837,0.441505853,-0.980669339,2.3,0,35.9,969,382.584,134.776,-0.980139868,0,0,6.115,0.8,0.198307437,1.141,0.195672297,1027.6,1.199,1,0,10,0,0,0,70.313
2023-01-01 18:20,-0.928485827,0.371367836,-0.980669339,4.4,0,34.6,969.2,382.584,131.921,-0.995152168,0,0,7.097,0.9,0.098347151,1.067,0.195672297,1027.8,1.2,1,0,10,0,0,0,85.938
2023-01-01 18:30,-0.992965508,0.118403968,-0.984248107,3.2,0,34.9,969.1,381.481,129.175,-0.999581843,0,0,8.889,0.7,0.028916075,1.227,0.176792716,1027.7,1.199,1,0,10,0,0,0,152.344
2023-01-01 18:40,-0.79335334,0.608761429,-0.998664026,1.9,0,35.1,969.3,374.261,135.431,-0.995645338,0,0,8.112,0.5,-0.093222109,1.084,0.051673629,1028,1.2,1,0,10,0,0,0,125
2023-01-01 18:50,-0.859852272,0.510542918,-0.997274706,3.9,0,34.5,969.5,367.069,129.705,-0.977201471,0,0,7.405,0.6,-0.212314117,0.782,-0.073777785,1028.2,1.201,1,0,10,0,0,0,89.844
2023-01-01 19:00,-0.601815023,0.79863551,-0.979718887,1.9,0,35,969.4,359.742,132.951,-0.968265522,0,0,7.56,0.3,-0.249923747,0.735,-0.2003769,1028.2,1.201,1,0,10,0,0,0,115.234
2023-01-01 19:10,-0.992757342,0.120136839,-0.970363246,1.5,0,35.5,969.6,357.314,132.933,-0.942104281,0,0,7.211,0.2,-0.33532003,0.559,-0.241650928,1028.4,1.202,1,0,10,0,0,0,89.844
2023-01-01 19:20,-0.943800952,-0.330514393,-0.941635168,2.3,0,36.7,969.7,351.628,127.61,-0.937840484,0,0,6.923,-0.2,-0.347066602,0.659,-0.336635129,1028.6,1.201,1,0,10,0,0,0,99.609
2023-01-01 19:30,-0.953190668,0.302369891,-0.941635168,1.8,0,36.1,969.7,351.628,136.34,-0.928252306,0,0,7.732,0.1,-0.371951147,0.696,-0.336635129,1028.5,1.201,1,0,10,0,0,0,134.766
2023-01-01 19:40,-0.907044014,0.421035813,-0.941635168,1.9,0,38.5,969.8,351.628,130.494,-0.939274063,0,0,7.729,-0.5,-0.343167939,0.642,-0.336635129,1028.8,1.202,1,0,10,0,0,0,148.438
