ring,lon,lat
1,129.281412,36.058843
1,129.280831,36.058367
1,129.280662,36.058011
1,129.280473,36.057616
1,129.280215,36.057507
1,129.28061,36.056934
1,129.280908,36.056503
1,129.281038,36.056115
1,129.281546,36.055904
1,129.28215,36.055222
1,129.282887,36.054403
1,129.283068,36.053452
1,129.283025,36.052687
1,129.283005,36.052413
1,129.283001,36.052266
1,129.282984,36.052051
1,129.283001,36.051116
1,129.283289,36.050868
1,129.283612,36.050565
1,129.28377,36.050422
1,129.28388,36.049291
1,129.28371,36.048904
1,129.283584,36.048575
1,129.284097,36.047359
1,129.284363,36.047219
1,129.284179,36.046428
1,129.282944,36.045781
1,129.282671,36.045501
1,129.283042,36.044816
1,129.283102,36.044225
1,129.282369,36.043556
1,129.282877,36.042994
1,129.282653,36.042289
1,129.282483,36.041865
1,129.281619,36.041398
1,129.281463,36.040736
1,129.281575,36.040525
1,129.281158,36.039639
1,129.280516,36.039228
1,129.2804,36.038101
1,129.280371,36.037838
1,129.280334,36.037834
1,129.280373,36.037785
1,129.2804,36.03775
1,129.280466,36.037667
1,129.280426,36.037624
1,129.280386,36.037582
1,129.280351,36.037534
1,129.280303,36.037468
1,129.280267,36.037482
1,129.280276,36.037442
1,129.280276,36.037432
1,129.280274,36.037391
1,129.280273,36.037351
1,129.280258,36.036793
1,129.27998,36.035998
1,129.279563,36.035242
1,129.278824,36.034632
1,129.278549,36.034049
1,129.278728,36.033538
1,129.279446,36.032613
1,129.279135,36.032058
1,129.278565,36.031793
1,129.278603,36.03107
1,129.278239,36.030495
1,129.278556,36.029945
1,129.278403,36.029768
1,129.277707,36.029175
1,129.276816,36.028684
1,129.277235,36.027369
1,129.27714,36.027234
1,129.277162,36.026946
1,129.277837,36.026717
1,129.278472,36.02625
1,129.278093,36.025742
1,129.278542,36.024822
1,129.279014,36.024366
1,129.279653,36.023933
1,129.279957,36.023702
1,129.280225,36.02342
1,129.280954,36.023275
1,129.281311,36.02329
1,129.281788,36.023122
1,129.282909,36.023551
1,129.283651,36.023462
1,129.284021,36.02282
1,129.284738,36.021569
1,129.284809,36.021437
1,129.285319,36.021266
1,129.285717,36.020658
1,129.286411,36.020486
1,129.286656,36.020403
1,129.286846,36.020339
1,129.287485,36.020123
1,129.28745,36.019628
1,129.287438,36.019611
1,129.287512,36.019577
1,129.287631,36.019523
1,129.288386,36.019294
1,129.288575,36.01892
1,129.288842,36.018394
1,129.288843,36.018359
1,129.288868,36.017795
1,129.288869,36.017777
1,129.289039,36.017584
1,129.289213,36.017387
1,129.289173,36.017168
1,129.289107,36.016816
1,129.289625,36.016654
1,129.290299,36.016437
1,129.291601,36.015592
1,129.2916,36.015589
1,129.29145,36.015041
1,129.291451,36.01504
1,129.291696,36.014699
1,129.292744,36.014501
1,129.292732,36.014456
1,129.292527,36.013683
1,129.292979,36.013297
1,129.293391,36.013208
1,129.29382,36.012917
1,129.293822,36.012915
1,129.293837,36.011674
1,129.294226,36.010628
1,129.294659,36.010186
1,129.29541,36.010714
1,129.295664,36.009854
1,129.295767,36.009164
1,129.296549,36.008224
1,129.296751,36.007534
1,129.296706,36.006858
1,129.296672,36.006516
1,129.296663,36.006512
1,129.296543,36.006468
1,129.296414,36.006421
1,129.296329,36.006348
1,129.296204,36.006241
1,129.296413,36.005617
1,129.296498,36.005234
1,129.296589,36.004821
1,129.296571,36.004801
1,129.295842,36.004014
1,129.295718,36.00385
1,129.295543,36.003618
1,129.295536,36.00361
1,129.296086,36.002927
1,129.296487,36.002626
1,129.296861,36.002435
1,129.297105,36.0021
1,129.298541,36.001787
1,129.298291,36.0006
1,129.298329,35.999624
1,129.298339,35.999367
1,129.298363,35.998766
1,129.298368,35.998631
1,129.298356,35.998495
1,129.298208,35.99687
1,129.297401,35.995787
1,129.297347,35.995715
1,129.297255,35.995592
1,129.29725,35.995584
1,129.297142,35.995438
1,129.29652,35.995324
1,129.296421,35.995308
1,129.295804,35.995206
1,129.295207,35.995168
1,129.294516,35.995178
1,129.294379,35.995162
1,129.293999,35.995143
1,129.293509,35.995181
1,129.293102,35.995368
1,129.292662,35.995753
1,129.292682,35.995708
1,129.292994,35.995013
1,129.293835,35.994806
1,129.29429,35.994713
1,129.294514,35.994668
1,129.294512,35.994194
1,129.294538,35.994184
1,129.295074,35.994276
1,129.295332,35.994308
1,129.295544,35.994322
1,129.295875,35.99432
1,129.296142,35.994304
1,129.296272,35.994297
1,129.296935,35.994285
1,129.297437,35.994313
1,129.29766,35.994361
1,129.297961,35.994389
1,129.298214,35.994399
1,129.298559,35.994413
1,129.29883,35.994437
1,129.299103,35.994457
1,129.299329,35.994483
1,129.299673,35.994499
1,129.300029,35.994545
1,129.300255,35.994591
1,129.300672,35.994661
1,129.301,35.994738
1,129.301551,35.994832
1,129.302077,35.994911
1,129.30334,35.995111
1,129.303346,35.995106
1,129.30338,35.995069
1,129.303427,35.995016
1,129.303934,35.994878
1,129.304019,35.994804
1,129.304308,35.994676
1,129.304464,35.994582
1,129.304469,35.994515
1,129.304301,35.994357
1,129.304261,35.994303
1,129.304272,35.994241
1,129.304308,35.994012
1,129.304191,35.993836
1,129.304135,35.993708
1,129.304131,35.993609
1,129.304205,35.993409
1,129.304174,35.993258
1,129.303932,35.993052
1,129.303905,35.992932
1,129.303937,35.992862
1,129.304162,35.992719
1,129.304214,35.99266
1,129.304213,35.992599
1,129.30418,35.992523
1,129.303982,35.99244
1,129.303785,35.992316
1,129.303684,35.992239
1,129.303601,35.992205
1,129.303279,35.992008
1,129.303224,35.991875
1,129.303238,35.991652
1,129.303351,35.991482
1,129.303369,35.991454
1,129.30352,35.991296
1,129.303622,35.991233
1,129.303713,35.991257
1,129.303902,35.991514
1,129.304143,35.99144
1,129.304217,35.991418
1,129.304219,35.991416
1,129.304283,35.991366
1,129.304413,35.991175
1,129.304436,35.99115
1,129.304503,35.991077
1,129.304616,35.990721
1,129.304617,35.990718
1,129.304623,35.990698
1,129.304623,35.990677
1,129.304624,35.990653
1,129.304669,35.990651
1,129.304687,35.99065
1,129.304736,35.990675
1,129.304744,35.990679
1,129.30485,35.990689
1,129.304919,35.990716
1,129.30493,35.990721
1,129.304979,35.990729
1,129.304979,35.990725
1,129.304981,35.990658
1,129.305001,35.990563
1,129.305001,35.990559
1,129.304997,35.990412
1,129.304988,35.990295
1,129.30498,35.990178
1,129.304949,35.990097
1,129.304918,35.990045
1,129.304875,35.989977
1,129.304848,35.989911
1,129.304825,35.989882
1,129.304807,35.98986
1,129.304754,35.989822
1,129.304749,35.989819
1,129.304741,35.989816
1,129.304638,35.989769
1,129.304575,35.989754
1,129.304554,35.989749
1,129.304523,35.989747
1,129.304491,35.989744
1,129.304473,35.989743
1,129.304458,35.989744
1,129.304356,35.989755
1,129.304291,35.989729
1,129.304143,35.989532
1,129.304061,35.989424
1,129.304001,35.989316
1,129.303934,35.989196
1,129.303872,35.989046
1,129.303843,35.988957
1,129.303827,35.988857
1,129.30378,35.988559
1,129.303765,35.988481
1,129.303642,35.988275
1,129.303593,35.988078
1,129.303583,35.988061
1,129.303545,35.987997
1,129.303437,35.987929
1,129.303337,35.987865
1,129.303168,35.987664
1,129.303182,35.987574
1,129.3032,35.987518
1,129.303177,35.987459
1,129.303126,35.9874
1,129.303117,35.987393
1,129.302932,35.987234
1,129.302814,35.98704
1,129.302743,35.986885
1,129.302741,35.986744
1,129.302759,35.986645
1,129.302839,35.986558
1,129.303015,35.986416
1,129.303077,35.986295
1,129.303065,35.986258
1,129.30304,35.986236
1,129.302989,35.986215
1,129.302762,35.986118
1,129.302416,35.986006
1,129.302273,35.985974
1,129.302019,35.985778
1,129.301952,35.985741
1,129.301682,35.985774
1,129.301448,35.985669
1,129.301331,35.985537
1,129.301233,35.985286
1,129.301131,35.98502
1,129.301114,35.984977
1,129.301095,35.984898
1,129.301127,35.984655
1,129.301168,35.984478
1,129.301169,35.98427
1,129.301244,35.984213
1,129.301297,35.984135
1,129.301358,35.984056
1,129.301402,35.984001
1,129.301441,35.983954
1,129.301549,35.983691
1,129.301631,35.983491
1,129.301624,35.98345
1,129.301599,35.983313
1,129.301737,35.983127
1,129.301747,35.982982
1,129.301914,35.982565
1,129.302015,35.982467
1,129.302004,35.98239
1,129.302006,35.982387
1,129.302047,35.98229
1,129.302108,35.982172
1,129.302138,35.982127
1,129.302149,35.982096
1,129.30211,35.982042
1,129.302086,35.982039
1,129.30213,35.981785
1,129.302197,35.981432
1,129.302251,35.981289
1,129.302291,35.98126
1,129.3025,35.981111
1,129.302578,35.980992
1,129.302678,35.980972
1,129.302712,35.980965
1,129.302739,35.98096
1,129.302888,35.980781
1,129.303022,35.980703
1,129.303118,35.980584
1,129.303311,35.980383
1,129.303452,35.980236
1,129.303538,35.980097
1,129.303655,35.979908
1,129.304415,35.979469
1,129.304455,35.979445
1,129.304488,35.979418
1,129.304657,35.979279
1,129.30504,35.978406
1,129.305042,35.978403
1,129.304799,35.977687
1,129.304558,35.976931
1,129.304932,35.976572
1,129.305402,35.976152
1,129.305623,35.975716
1,129.305784,35.975314
1,129.306871,35.973831
1,129.307022,35.972498
1,129.307422,35.972296
1,129.307577,35.971571
1,129.307829,35.971321
1,129.307977,35.971172
1,129.308058,35.971093
1,129.308151,35.971
1,129.308397,35.970437
1,129.308362,35.970204
1,129.308053,35.969669
1,129.308437,35.969418
1,129.3087,35.969296
1,129.30909,35.969115
1,129.310029,35.969203
1,129.31036,35.969235
1,129.311085,35.969276
1,129.311329,35.96929
1,129.311467,35.96905
1,129.311872,35.968746
1,129.31223,35.968299
1,129.312233,35.968276
1,129.312234,35.968264
1,129.312234,35.968259
1,129.312236,35.968241
1,129.312257,35.968031
1,129.31231,35.967509
1,129.312038,35.966535
1,129.312452,35.965513
1,129.312953,35.964499
1,129.31363,35.963514
1,129.313887,35.96314
1,129.314056,35.961949
1,129.314062,35.961908
1,129.314268,35.961688
1,129.314269,35.961687
1,129.314447,35.961496
1,129.314484,35.961226
1,129.314535,35.96084
1,129.314867,35.96036
1,129.314898,35.960311
1,129.315132,35.959878
1,129.31519,35.959772
1,129.315457,35.959554
1,129.316133,35.959443
1,129.316315,35.959367
1,129.317007,35.959106
1,129.317445,35.958913
1,129.31764,35.958805
1,129.317771,35.958697
1,129.318551,35.958118
1,129.318918,35.958129
1,129.31921,35.958137
1,129.319614,35.958149
1,129.319878,35.958157
1,129.319886,35.958157
1,129.31993,35.958158
1,129.319918,35.958121
1,129.319676,35.957381
1,129.319691,35.957317
1,129.319722,35.957186
1,129.319763,35.957007
1,129.319819,35.956768
1,129.31921,35.956174
1,129.319225,35.956146
1,129.319454,35.955734
1,129.319314,35.955222
1,129.31924,35.955179
1,129.319067,35.955079
1,129.318813,35.954931
1,129.318814,35.954898
1,129.318825,35.954569
1,129.318914,35.954389
1,129.31917,35.954209
1,129.319571,35.953927
1,129.319591,35.953913
1,129.320085,35.953834
1,129.320373,35.95366
1,129.320359,35.953631
1,129.320341,35.953593
1,129.320341,35.953592
1,129.320252,35.953406
1,129.320236,35.953373
1,129.320209,35.95324
1,129.320098,35.952676
1,129.320072,35.952546
1,129.320042,35.952396
1,129.319501,35.950565
1,129.319493,35.950541
1,129.318406,35.950513
1,129.318094,35.950229
1,129.317936,35.949901
1,129.317918,35.949893
1,129.31787,35.949872
1,129.317414,35.949666
1,129.317446,35.949583
1,129.317575,35.949249
1,129.317587,35.948997
1,129.31759,35.94892
1,129.317722,35.948417
1,129.317806,35.948094
1,129.317809,35.948084
1,129.317765,35.947878
1,129.317406,35.947772
1,129.317153,35.947502
1,129.31715,35.947499
1,129.317083,35.947238
1,129.317082,35.947232
1,129.316859,35.946363
1,129.316851,35.94633
1,129.317597,35.945125
1,129.319176,35.943673
1,129.319214,35.943637
1,129.319164,35.942711
1,129.319163,35.942697
1,129.319162,35.942675
1,129.320126,35.942305
1,129.321051,35.942269
1,129.321075,35.942268
1,129.321432,35.941676
1,129.322278,35.941572
1,129.322198,35.941062
1,129.322195,35.94104
1,129.322245,35.941035
1,129.322276,35.941031
1,129.322845,35.940971
1,129.322848,35.940971
1,129.323087,35.940658
1,129.323124,35.940575
1,129.32312,35.94057
1,129.322659,35.939974
1,129.322693,35.939918
1,129.322844,35.939669
1,129.323659,35.938856
1,129.325123,35.939019
1,129.325923,35.939108
1,129.327171,35.939138
1,129.327713,35.938863
1,129.327724,35.93885
1,129.328354,35.938061
1,129.328259,35.937608
1,129.328488,35.937086
1,129.329071,35.936545
1,129.329072,35.936543
1,129.329197,35.936427
1,129.329198,35.93642
1,129.329385,35.93542
1,129.329573,35.934672
1,129.329584,35.934669
1,129.329658,35.93465
1,129.330524,35.934428
1,129.331403,35.933534
1,129.331535,35.932093
1,129.332291,35.93136
1,129.33269,35.930556
1,129.332685,35.930309
1,129.332685,35.930304
1,129.332685,35.930302
1,129.332669,35.929542
1,129.331845,35.928415
1,129.330408,35.927685
1,129.329607,35.926577
1,129.32999,35.925379
1,129.32999,35.925378
1,129.330738,35.924764
1,129.331265,35.924332
1,129.33236,35.923232
1,129.332361,35.923231
1,129.332868,35.922722
1,129.332868,35.922702
1,129.332889,35.921702
1,129.33289,35.921658
1,129.333841,35.920842
1,129.334211,35.920525
1,129.334212,35.920516
1,129.334234,35.920312
1,129.334313,35.919597
1,129.334315,35.91958
1,129.334886,35.919427
1,129.335287,35.91932
1,129.335218,35.919093
1,129.335129,35.918803
1,129.335798,35.917945
1,129.335981,35.917711
1,129.336622,35.916158
1,129.336458,35.915635
1,129.335874,35.914627
1,129.335137,35.913567
1,129.335108,35.913526
1,129.33532,35.913056
1,129.335786,35.912022
1,129.33578,35.91202
1,129.333958,35.911289
1,129.333939,35.911282
1,129.333939,35.911276
1,129.333994,35.909475
1,129.333912,35.908498
1,129.333793,35.907143
1,129.333815,35.907085
1,129.33391,35.906836
1,129.333911,35.906834
1,129.334062,35.906439
1,129.333467,35.905669
1,129.333554,35.905377
1,129.333655,35.905042
1,129.333662,35.905017
1,129.333734,35.904699
1,129.334047,35.90332
1,129.334416,35.902825
1,129.334415,35.902822
1,129.334398,35.902793
1,129.334397,35.902792
1,129.333385,35.901055
1,129.333607,35.900287
1,129.333669,35.900073
1,129.334961,35.89956
1,129.335517,35.899292
1,129.33604,35.899138
1,129.336046,35.899136
1,129.335867,35.89824
1,129.335838,35.897805
1,129.335864,35.897518
1,129.336171,35.896898
1,129.336184,35.896873
1,129.336242,35.896832
1,129.336596,35.896583
1,129.337173,35.895987
1,129.338079,35.895408
1,129.338428,35.894857
1,129.338445,35.894849
1,129.33845,35.894847
1,129.338723,35.894729
1,129.338783,35.894703
1,129.338569,35.894384
1,129.338443,35.894135
1,129.338165,35.893862
1,129.337765,35.893738
1,129.337531,35.892688
1,129.337508,35.892586
1,129.337837,35.892373
1,129.338283,35.892207
1,129.338321,35.891746
1,129.338744,35.891149
1,129.339204,35.890316
1,129.340306,35.890256
1,129.34316,35.888461
1,129.343702,35.888087
1,129.346079,35.88847
1,129.346774,35.888582
1,129.348382,35.887933
1,129.349169,35.888219
1,129.349174,35.888226
1,129.34947,35.888705
1,129.349499,35.888753
1,129.349688,35.888823
1,129.349704,35.888848
1,129.350418,35.889958
1,129.350505,35.890094
1,129.350301,35.89053
1,129.350858,35.891429
1,129.350883,35.8914
1,129.351552,35.890638
1,129.352025,35.890502
1,129.352077,35.890487
1,129.35217,35.89046
1,129.352173,35.890456
1,129.352409,35.890088
1,129.353113,35.889695
1,129.353277,35.889476
1,129.353559,35.889168
1,129.353217,35.888094
1,129.353818,35.88687
1,129.354586,35.886668
1,129.354607,35.886676
1,129.355498,35.887009
1,129.355505,35.887008
1,129.355513,35.887005
1,129.355528,35.887001
1,129.357962,35.886311
1,129.358396,35.886188
1,129.359495,35.886617
1,129.359706,35.887182
1,129.360164,35.887305
1,129.360276,35.887788
1,129.361101,35.88806
1,129.361841,35.888304
1,129.361812,35.887556
1,129.362199,35.887394
1,129.362237,35.887377
1,129.362601,35.887224
1,129.36283,35.88621
1,129.362758,35.885537
1,129.362813,35.884564
1,129.363241,35.883877
1,129.362976,35.883012
1,129.363573,35.882605
1,129.36362,35.882573
1,129.36368,35.882532
1,129.364153,35.882102
1,129.364301,35.882068
1,129.364341,35.88206
1,129.364401,35.882049
1,129.364872,35.881952
1,129.365858,35.881751
1,129.365793,35.881721
1,129.365281,35.881491
1,129.365174,35.881406
1,129.363952,35.880465
1,129.363949,35.880453
1,129.363677,35.879374
1,129.363705,35.879258
1,129.363933,35.878321
1,129.364,35.877578
1,129.364001,35.877566
1,129.36368,35.876607
1,129.363239,35.876707
1,129.363249,35.876321
1,129.363251,35.876269
1,129.363257,35.876085
1,129.363262,35.875922
1,129.362859,35.875478
1,129.361979,35.87534
1,129.361906,35.875326
1,129.361089,35.875195
1,129.361402,35.874722
1,129.360609,35.874236
1,129.359618,35.874112
1,129.359544,35.874105
1,129.358487,35.87406
1,129.358449,35.874059
1,129.358411,35.874059
1,129.35805,35.874076
1,129.357705,35.874092
1,129.357558,35.874105
1,129.357379,35.87412
1,129.357298,35.874124
1,129.356737,35.874164
1,129.356024,35.873695
1,129.355295,35.872673
1,129.355286,35.872661
1,129.355483,35.872515
1,129.356021,35.872118
1,129.356108,35.872054
1,129.356724,35.87154
1,129.357007,35.87016
1,129.357599,35.869727
1,129.358405,35.869149
1,129.358809,35.868449
1,129.360222,35.867646
1,129.359773,35.867093
1,129.359748,35.8667
1,129.359449,35.866237
1,129.359554,35.864807
1,129.360066,35.864592
1,129.360113,35.864572
1,129.361203,35.864974
1,129.361661,35.865012
1,129.361707,35.865016
1,129.363468,35.864511
1,129.363514,35.864497
1,129.36412,35.864561
1,129.364225,35.864572
1,129.364245,35.864559
1,129.365083,35.863964
1,129.365563,35.863936
1,129.366139,35.864355
1,129.366941,35.863981
1,129.367299,35.864132
1,129.367969,35.865005
1,129.368001,35.865046
1,129.368019,35.865025
1,129.368665,35.864291
1,129.368551,35.863641
1,129.368719,35.862877
1,129.369259,35.862608
1,129.36977,35.862083
1,129.370171,35.861742
1,129.370741,35.861632
1,129.370783,35.861623
1,129.371868,35.860815
1,129.371947,35.860757
1,129.372733,35.861206
1,129.372854,35.861275
1,129.373685,35.861225
1,129.373882,35.8613
1,129.373885,35.862189
1,129.375285,35.86319
1,129.376781,35.863778
1,129.378158,35.864322
1,129.37937,35.864501
1,129.379399,35.864505
1,129.380042,35.864221
1,129.38055,35.863836
1,129.380869,35.863803
1,129.38157,35.863287
1,129.381875,35.863346
1,129.382169,35.863175
1,129.383044,35.862968
1,129.38343,35.862664
1,129.38386,35.862544
1,129.384936,35.86294
1,129.385129,35.863333
1,129.385413,35.863284
1,129.386934,35.863022
1,129.387417,35.863071
1,129.387792,35.863046
1,129.388046,35.86287
1,129.388137,35.862757
1,129.388361,35.862378
1,129.388651,35.862267
1,129.389294,35.862344
1,129.389794,35.862609
1,129.389976,35.862908
1,129.390083,35.863085
1,129.39009,35.863084
1,129.390591,35.863029
1,129.390832,35.863126
1,129.39091,35.863174
1,129.391014,35.863239
1,129.391016,35.86324
1,129.391132,35.863313
1,129.391198,35.863353
1,129.391552,35.863148
1,129.391545,35.863098
1,129.391468,35.862534
1,129.392488,35.862264
1,129.392506,35.862259
1,129.393104,35.861264
1,129.393054,35.861141
1,129.392971,35.860725
1,129.392903,35.860382
1,129.392825,35.860162
1,129.392744,35.860027
1,129.392895,35.859658
1,129.39295,35.859631
1,129.3936,35.859323
1,129.393614,35.859291
1,129.393633,35.859247
1,129.393845,35.858762
1,129.393861,35.858482
1,129.394033,35.858122
1,129.393632,35.856955
1,129.393767,35.856724
1,129.393798,35.856669
1,129.394153,35.856636
1,129.394659,35.856585
1,129.394675,35.856583
1,129.395838,35.856878
1,129.396844,35.857034
1,129.396833,35.857434
1,129.397555,35.857821
1,129.39815,35.858406
1,129.398758,35.858047
1,129.398768,35.858041
1,129.398798,35.858008
1,129.39895,35.857843
1,129.399148,35.857802
1,129.399391,35.857868
1,129.399752,35.857826
1,129.40002,35.857858
1,129.400576,35.857561
1,129.400743,35.857413
1,129.401017,35.857436
1,129.401154,35.857447
1,129.401519,35.857459
1,129.401763,35.857281
1,129.403006,35.858313
1,129.403834,35.858117
1,129.404931,35.858035
1,129.405197,35.85809
1,129.405495,35.858151
1,129.407046,35.857842
1,129.407209,35.858097
1,129.407488,35.858446
1,129.407755,35.858782
1,129.407778,35.858926
1,129.407781,35.858944
1,129.407811,35.859129
1,129.408218,35.859672
1,129.408283,35.859759
1,129.408801,35.860038
1,129.409327,35.860372
1,129.409693,35.86074
1,129.410527,35.861438
1,129.410514,35.861467
1,129.410384,35.861784
1,129.410487,35.862475
1,129.409564,35.86306
1,129.409612,35.863117
1,129.41026,35.863894
1,129.41021,35.864464
1,129.410216,35.864689
1,129.410225,35.865035
1,129.409982,35.86538
1,129.409908,35.865485
1,129.410253,35.86591
1,129.410342,35.866021
1,129.41035,35.86603
1,129.410951,35.866116
1,129.410966,35.866118
1,129.411172,35.866388
1,129.411161,35.866394
1,129.410108,35.866946
1,129.409942,35.867332
1,129.409841,35.868055
1,129.409885,35.868783
1,129.409895,35.868948
1,129.410119,35.869338
1,129.410277,35.869611
1,129.410255,35.870156
1,129.410251,35.870255
1,129.410391,35.870521
1,129.411049,35.870993
1,129.411403,35.871217
1,129.411935,35.871915
1,129.412017,35.872136
1,129.412051,35.872186
1,129.412058,35.872196
1,129.412141,35.872505
1,129.41278,35.872654
1,129.412986,35.873329
1,129.413101,35.873706
1,129.413131,35.874336
1,129.413465,35.874603
1,129.414024,35.874925
1,129.414493,35.875984
1,129.414792,35.876335
1,129.415436,35.876558
1,129.416086,35.876847
1,129.416538,35.876892
1,129.416614,35.877293
1,129.41719,35.87744
1,129.417192,35.87744
1,129.417421,35.877499
1,129.417968,35.87759
1,129.41797,35.877591
1,129.418087,35.87761
1,129.418101,35.877612
1,129.419998,35.877071
1,129.420016,35.877066
1,129.420694,35.877481
1,129.420894,35.877571
1,129.421384,35.877905
1,129.421296,35.878349
1,129.421303,35.878972
1,129.421218,35.879568
1,129.421186,35.87979
1,129.421177,35.879852
1,129.421048,35.880044
1,129.420997,35.880309
1,129.420962,35.880486
1,129.420957,35.880514
1,129.420189,35.880612
1,129.420347,35.880928
1,129.420371,35.880977
1,129.420392,35.881268
1,129.420512,35.881585
1,129.419932,35.881731
1,129.419953,35.882311
1,129.420453,35.88246
1,129.420606,35.882563
1,129.421269,35.884051
1,129.421289,35.884042
1,129.422035,35.883675
1,129.422747,35.883843
1,129.423498,35.88402
1,129.424022,35.883899
1,129.424969,35.884168
1,129.425314,35.884223
1,129.425788,35.884021
1,129.426006,35.88365
1,129.426743,35.883512
1,129.427413,35.883491
1,129.428156,35.882766
1,129.428124,35.881662
1,129.428511,35.881547
1,129.429159,35.881597
1,129.429487,35.881483
1,129.430092,35.880555
1,129.430077,35.880134
1,129.431036,35.880262
1,129.431968,35.87989
1,129.43273,35.87976
1,129.433323,35.879828
1,129.433846,35.879689
1,129.434095,35.879623
1,129.434101,35.879622
1,129.434457,35.880028
1,129.43478,35.880024
1,129.435095,35.879889
1,129.435587,35.879421
1,129.436063,35.879053
1,129.436507,35.879101
1,129.436701,35.879121
1,129.436718,35.879102
1,129.436801,35.879009
1,129.436985,35.878805
1,129.437218,35.878383
1,129.437252,35.878005
1,129.437549,35.87745
1,129.4377,35.876922
1,129.43772,35.876852
1,129.437725,35.876373
1,129.43758,35.87603
1,129.437118,35.875131
1,129.437107,35.875111
1,129.437103,35.875103
1,129.437114,35.875097
1,129.437116,35.875095
1,129.437416,35.874918
1,129.437711,35.874744
1,129.437701,35.874428
1,129.438028,35.874156
1,129.438279,35.873947
1,129.438377,35.873736
1,129.439297,35.873115
1,129.439345,35.873083
1,129.439349,35.873079
1,129.439772,35.872636
1,129.439781,35.872622
1,129.439796,35.872596
1,129.439923,35.872174
1,129.440087,35.871982
1,129.440085,35.871427
1,129.440085,35.871399
1,129.440069,35.87109
1,129.440068,35.871059
1,129.440082,35.870729
1,129.44032,35.870122
1,129.440717,35.868783
1,129.440734,35.86878
1,129.441211,35.868682
1,129.441485,35.868554
1,129.44152,35.868517
1,129.441685,35.86834
1,129.442077,35.868137
1,129.442133,35.868107
1,129.442135,35.868105
1,129.44238,35.867741
1,129.442525,35.867526
1,129.443143,35.867087
1,129.44364,35.867044
1,129.443823,35.867028
1,129.444318,35.866908
1,129.444811,35.866754
1,129.445334,35.866784
1,129.445337,35.866784
1,129.445343,35.866779
1,129.445429,35.866701
1,129.445877,35.866299
1,129.446256,35.865822
1,129.446346,35.865599
1,129.44651,35.865194
1,129.44619,35.864862
1,129.446153,35.864759
1,129.446093,35.864591
1,129.445654,35.864144
1,129.445653,35.864142
1,129.44532,35.863803
1,129.445285,35.862862
1,129.445304,35.862818
1,129.445463,35.862441
1,129.445478,35.862431
1,129.445889,35.862172
1,129.446493,35.860876
1,129.446316,35.860107
1,129.446043,35.859438
1,129.445996,35.858979
1,129.446297,35.85856
1,129.447036,35.858328
1,129.447136,35.857883
1,129.447148,35.85761
1,129.447653,35.857697
1,129.448018,35.857895
1,129.448723,35.858072
1,129.448741,35.858076
1,129.449113,35.857604
1,129.448935,35.857076
1,129.448945,35.856968
1,129.448709,35.856676
1,129.448525,35.856204
1,129.448348,35.855999
1,129.448033,35.855099
1,129.448261,35.854972
1,129.448222,35.854868
1,129.448195,35.854797
1,129.448252,35.854729
